year,month,sex,age_group,deaths,expected,excess,pct_change,age_band
2020,July,Male,75 to 79,2842,2963,-121,-4.1,Seniors
2020,July,Male,80 to 84,3467,3458,9,0.3,Seniors
2020,July,Male,85 to 89,3154,3424,-270,-7.9,Elderly
2020,July,Male,90 and over,2705,2944,-239,-8.1,Elderly
2020,July,Female,All ages,20168,20923,-755,-3.6,All Ages
2020,July,Female,0 to 29,210,236,-26,-11,Infants & Toddlers
2020,July,Female,30 to 44,377,371,6,1.5,Young Adults
2020,July,Female,45 to 49,291,265,26,9.8,Middle Aged
2020,July,Female,50 to 54,421,420,1,0.3,Middle Aged
2020,July,Female,55 to 59,597,630,-33,-5.2,Middle Aged
2020,July,Female,60 to 64,774,859,-85,-9.9,Middle Aged
2020,July,Female,65 to 69,1110,1178,-68,-5.8,Older Adults
2020,July,Female,70 to 74,1908,1857,51,2.7,Older Adults
2020,July,Female,75 to 79,2318,2356,-38,-1.6,Seniors
2020,July,Female,80 to 84,3077,3215,-138,-4.3,Seniors
2020,July,Female,85 to 89,3749,3977,-228,-5.7,Elderly
2020,July,Female,90 and over,5336,5558,-222,-4,Elderly
2020,August,Both Sexes,All ages,37184,36638,546,1.5,All Ages
2020,August,Both Sexes,0 to 29,547,526,21,3.9,Infants & Toddlers
2020,August,Both Sexes,30 to 44,891,800,91,11.4,Young Adults
2020,August,Both Sexes,45 to 49,617,575,42,7.3,Middle Aged
2020,August,Both Sexes,50 to 54,989,913,76,8.3,Middle Aged
2020,August,Both Sexes,55 to 59,1381,1368,13,1,Middle Aged
2020,August,Both Sexes,60 to 64,1851,1866,-15,-0.8,Middle Aged
2020,August,Both Sexes,65 to 69,2460,2517,-57,-2.3,Older Adults
2020,August,Both Sexes,70 to 74,3807,3797,10,0.3,Older Adults
2020,August,Both Sexes,75 to 79,4732,4647,85,1.8,Seniors
2020,August,Both Sexes,80 to 84,6004,5774,230,4,Seniors
2020,August,Both Sexes,85 to 89,6296,6413,-117,-1.8,Elderly
2020,August,Both Sexes,90 and over,7609,7443,166,2.2,Elderly
2020,August,Male,All ages,18763,18449,314,1.7,All Ages
2020,August,Male,0 to 29,346,331,15,4.6,Infants & Toddlers
2020,August,Male,30 to 44,565,476,89,18.6,Young Adults
2020,August,Male,45 to 49,379,345,34,9.7,Middle Aged
2020,August,Male,50 to 54,620,547,73,13.3,Middle Aged
2020,August,Male,55 to 59,827,820,7,0.9,Middle Aged
2020,August,Male,60 to 64,1083,1119,-36,-3.2,Middle Aged
2020,August,Male,65 to 69,1464,1492,-28,-1.9,Older Adults
2020,August,Male,70 to 74,2213,2188,25,1.1,Older Adults
2020,August,Male,75 to 79,2641,2589,52,2,Seniors
2020,August,Male,80 to 84,3105,2992,113,3.8,Seniors
2020,August,Male,85 to 89,2910,2969,-59,-2,Elderly
2020,August,Male,90 and over,2610,2581,29,1.1,Elderly
2020,August,Female,All ages,18421,18189,232,1.3,All Ages
2020,August,Female,0 to 29,201,196,5,2.7,Infants & Toddlers
2020,August,Female,30 to 44,326,323,3,0.9,Young Adults
2020,August,Female,45 to 49,238,230,8,3.6,Middle Aged
2020,August,Female,50 to 54,369,365,4,1,Middle Aged
2020,August,Female,55 to 59,554,548,6,1.1,Middle Aged
2020,August,Female,60 to 64,768,747,21,2.8,Middle Aged
2020,August,Female,65 to 69,996,1025,-29,-2.9,Older Adults
2020,August,Female,70 to 74,1594,1609,-15,-0.9,Older Adults
2020,August,Female,75 to 79,2091,2058,33,1.6,Seniors
2020,August,Female,80 to 84,2899,2782,117,4.2,Seniors
2020,August,Female,85 to 89,3386,3444,-58,-1.7,Elderly
2020,August,Female,90 and over,4999,4862,137,2.8,Elderly
2020,September,Both Sexes,All ages,42494,41331,1163,2.8,All Ages
2020,September,Both Sexes,0 to 29,549,601,-52,-8.7,Infants & Toddlers
2020,September,Both Sexes,30 to 44,1012,893,119,13.3,Young Adults
2020,September,Both Sexes,45 to 49,711,640,71,11.1,Middle Aged
2020,September,Both Sexes,50 to 54,1081,1021,60,5.9,Middle Aged
2020,September,Both Sexes,55 to 59,1606,1528,78,5.1,Middle Aged
2020,September,Both Sexes,60 to 64,2061,2086,-25,-1.2,Middle Aged
2020,September,Both Sexes,65 to 69,2809,2809,0,0,Older Adults
2020,September,Both Sexes,70 to 74,4524,4279,245,5.7,Older Adults
2020,September,Both Sexes,75 to 79,5385,5232,153,2.9,Seniors
2020,September,Both Sexes,80 to 84,6853,6493,360,5.5,Seniors
2020,September,Both Sexes,85 to 89,7231,7330,-99,-1.3,Elderly
2020,September,Both Sexes,90 and over,8672,8420,252,3,Elderly
2020,September,Male,All ages,21621,20800,821,3.9,All Ages
2020,September,Male,0 to 29,338,378,-40,-10.5,Infants & Toddlers
2020,September,Male,30 to 44,635,532,103,19.3,Young Adults
2020,September,Male,45 to 49,428,384,44,11.4,Middle Aged
2020,September,Male,50 to 54,663,612,51,8.4,Middle Aged
2020,September,Male,55 to 59,962,916,46,5.1,Middle Aged
2020,September,Male,60 to 64,1222,1250,-28,-2.3,Middle Aged
2020,September,Male,65 to 69,1694,1665,29,1.8,Older Adults
2020,September,Male,70 to 74,2622,2464,158,6.4,Older Adults
2020,September,Male,75 to 79,2977,2915,62,2.1,Seniors
2020,September,Male,80 to 84,3626,3366,260,7.7,Seniors
2020,September,Male,85 to 89,3410,3395,15,0.4,Elderly
2020,September,Male,90 and over,3044,2925,119,4.1,Elderly
2020,September,Female,All ages,20873,20532,341,1.7,All Ages
2020,September,Female,0 to 29,211,224,-13,-5.7,Infants & Toddlers
2020,September,Female,30 to 44,377,361,16,4.4,Young Adults
2020,September,Female,45 to 49,283,256,27,10.8,Middle Aged
2020,September,Female,50 to 54,418,409,9,2.3,Middle Aged
2020,September,Female,55 to 59,644,612,32,5.2,Middle Aged
2020,September,Female,60 to 64,839,836,3,0.4,Middle Aged
2020,September,Female,65 to 69,1115,1144,-29,-2.6,Older Adults
2020,September,Female,70 to 74,1902,1815,87,4.8,Older Adults
2020,September,Female,75 to 79,2408,2317,91,3.9,Seniors
2020,September,Female,80 to 84,3227,3128,99,3.2,Seniors
2020,September,Female,85 to 89,3821,3935,-114,-2.9,Elderly
2020,September,Female,90 and over,5628,5495,133,2.4,Elderly
2020,October,Both Sexes,All ages,46282,42773,3509,8.2,All Ages
2020,October,Both Sexes,0 to 29,547,637,-90,-14.2,Infants & Toddlers
2020,October,Both Sexes,30 to 44,1060,894,166,18.6,Young Adults
2020,October,Both Sexes,45 to 49,744,637,107,16.7,Middle Aged
2020,October,Both Sexes,50 to 54,1156,1021,135,13.3,Middle Aged
2020,October,Both Sexes,55 to 59,1669,1528,141,9.2,Middle Aged
2020,October,Both Sexes,60 to 64,2194,2087,107,5.1,Middle Aged
2020,October,Both Sexes,65 to 69,2912,2808,104,3.7,Older Adults
2020,October,Both Sexes,70 to 74,4856,4337,519,12,Older Adults
2020,October,Both Sexes,75 to 79,5959,5424,535,9.9,Seniors
2020,October,Both Sexes,80 to 84,7415,6776,639,9.4,Seniors
2020,October,Both Sexes,85 to 89,8191,7667,524,6.8,Elderly
2020,October,Both Sexes,90 and over,9579,8958,621,6.9,Elderly
2020,October,Male,All ages,23531,21455,2076,9.7,All Ages
2020,October,Male,0 to 29,364,401,-37,-9.1,Infants & Toddlers
2020,October,Male,30 to 44,679,532,147,27.5,Young Adults
2020,October,Male,45 to 49,463,383,80,21,Middle Aged
2020,October,Male,50 to 54,700,612,88,14.4,Middle Aged
2020,October,Male,55 to 59,1025,915,110,12,Middle Aged
2020,October,Male,60 to 64,1284,1250,34,2.7,Middle Aged
2020,October,Male,65 to 69,1700,1664,36,2.2,Older Adults
2020,October,Male,70 to 74,2800,2497,303,12.1,Older Adults
2020,October,Male,75 to 79,3326,3022,304,10.1,Seniors
2020,October,Male,80 to 84,3867,3512,355,10.1,Seniors
2020,October,Male,85 to 89,3905,3552,353,9.9,Elderly
2020,October,Male,90 and over,3418,3114,304,9.8,Elderly
2020,October,Female,All ages,22751,21318,1433,6.7,All Ages
2020,October,Female,0 to 29,183,237,-54,-22.7,Infants & Toddlers
2020,October,Female,30 to 44,381,362,19,5.3,Young Adults
2020,October,Female,45 to 49,281,255,26,10.3,Middle Aged
2020,October,Female,50 to 54,456,409,47,11.5,Middle Aged
2020,October,Female,55 to 59,644,613,31,5.1,Middle Aged
2020,October,Female,60 to 64,910,836,74,8.8,Middle Aged
2020,October,Female,65 to 69,1212,1144,68,5.9,Older Adults
2020,October,Female,70 to 74,2056,1839,217,11.8,Older Adults
2020,October,Female,75 to 79,2633,2402,231,9.6,Seniors
2020,October,Female,80 to 84,3548,3264,284,8.7,Seniors
2020,October,Female,85 to 89,4286,4114,172,4.2,Elderly
2020,October,Female,90 and over,6161,5844,317,5.4,Elderly
2020,November,Both Sexes,All ages,51317,43160,8157,18.9,All Ages
2020,November,Both Sexes,0 to 29,586,600,-14,-2.4,Infants & Toddlers
2020,November,Both Sexes,30 to 44,1061,893,168,18.8,Young Adults
2020,November,Both Sexes,45 to 49,744,636,108,17.1,Middle Aged
2020,November,Both Sexes,50 to 54,1282,1020,262,25.6,Middle Aged
2020,November,Both Sexes,55 to 59,1751,1526,225,14.8,Middle Aged
2020,November,Both Sexes,60 to 64,2468,2090,378,18.1,Middle Aged
2020,November,Both Sexes,65 to 69,3178,2806,372,13.3,Older Adults
2020,November,Both Sexes,70 to 74,5214,4278,936,21.9,Older Adults
2020,November,Both Sexes,75 to 79,6577,5463,1114,20.4,Seniors
2020,November,Both Sexes,80 to 84,8540,6830,1710,25,Seniors
2020,November,Both Sexes,85 to 89,9184,7745,1439,18.6,Elderly
2020,November,Both Sexes,90 and over,10732,9274,1458,15.7,Elderly
2020,November,Male,All ages,26500,21597,4903,22.7,All Ages
2020,November,Male,0 to 29,379,377,2,0.4,Infants & Toddlers
2020,November,Male,30 to 44,645,532,113,21.3,Young Adults
2020,November,Male,45 to 49,467,382,85,22.4,Middle Aged
2020,November,Male,50 to 54,769,611,158,25.8,Middle Aged
2020,November,Male,55 to 59,1084,914,170,18.6,Middle Aged
2020,November,Male,60 to 64,1528,1252,276,22,Middle Aged
2020,November,Male,65 to 69,1927,1663,264,15.9,Older Adults
2020,November,Male,70 to 74,3151,2464,687,27.9,Older Adults
2020,November,Male,75 to 79,3750,3044,706,23.2,Seniors
2020,November,Male,80 to 84,4605,3540,1065,30.1,Seniors
2020,November,Male,85 to 89,4366,3591,775,21.6,Elderly
2020,November,Male,90 and over,3829,3227,602,18.7,Elderly
2020,November,Female,All ages,24817,21563,3254,15.1,All Ages
2020,November,Female,0 to 29,207,223,-16,-7.2,Infants & Toddlers
2020,November,Female,30 to 44,416,362,54,15.1,Young Adults
2020,November,Female,45 to 49,277,254,23,9.1,Middle Aged
2020,November,Female,50 to 54,513,409,104,25.5,Middle Aged
2020,November,Female,55 to 59,667,612,55,9,Middle Aged
2020,November,Female,60 to 64,940,838,102,12.2,Middle Aged
2020,November,Female,65 to 69,1251,1144,107,9.4,Older Adults
2020,November,Female,70 to 74,2063,1814,249,13.7,Older Adults
2020,November,Female,75 to 79,2827,2419,408,16.9,Seniors
2020,November,Female,80 to 84,3935,3289,646,19.6,Seniors
2020,November,Female,85 to 89,4818,4154,664,16,Elderly
2020,November,Female,90 and over,6903,6047,856,14.2,Elderly
2020,December,Both Sexes,All ages,56672,47827,8845,18.5,All Ages
2020,December,Both Sexes,0 to 29,589,613,-24,-4,Infants & Toddlers
2020,December,Both Sexes,30 to 44,1045,947,98,10.4,Young Adults
2020,December,Both Sexes,45 to 49,846,672,174,25.9,Middle Aged
2020,December,Both Sexes,50 to 54,1309,1080,229,21.2,Middle Aged
2020,December,Both Sexes,55 to 59,1908,1616,292,18,Middle Aged
2020,December,Both Sexes,60 to 64,2566,2215,351,15.9,Middle Aged
2020,December,Both Sexes,65 to 69,3540,2970,570,19.2,Older Adults
2020,December,Both Sexes,70 to 74,5597,4662,935,20,Older Adults
2020,December,Both Sexes,75 to 79,7180,6056,1124,18.6,Seniors
2020,December,Both Sexes,80 to 84,9221,7599,1622,21.4,Seniors
2020,December,Both Sexes,85 to 89,10526,8767,1759,20.1,Elderly
2020,December,Both Sexes,90 and over,12345,10629,1716,16.1,Elderly
2020,December,Male,All ages,29057,23820,5237,22,All Ages
2020,December,Male,0 to 29,356,385,-29,-7.6,Infants & Toddlers
2020,December,Male,30 to 44,641,563,78,13.8,Young Adults
2020,December,Male,45 to 49,521,403,118,29.2,Middle Aged
2020,December,Male,50 to 54,790,647,143,22,Middle Aged
2020,December,Male,55 to 59,1169,968,201,20.8,Middle Aged
2020,December,Male,60 to 64,1565,1327,238,18,Middle Aged
2020,December,Male,65 to 69,2110,1760,350,19.9,Older Adults
2020,December,Male,70 to 74,3288,2685,603,22.5,Older Adults
2020,December,Male,75 to 79,4063,3374,689,20.4,Seniors
2020,December,Male,80 to 84,4942,3938,1004,25.5,Seniors
2020,December,Male,85 to 89,5082,4068,1014,24.9,Elderly
2020,December,Male,90 and over,4530,3701,829,22.4,Elderly
2020,December,Female,All ages,27615,24007,3608,15,All Ages
2020,December,Female,0 to 29,233,228,5,2.1,Infants & Toddlers
2020,December,Female,30 to 44,404,384,20,5.3,Young Adults
2020,December,Female,45 to 49,325,269,56,21,Middle Aged
2020,December,Female,50 to 54,519,433,86,19.9,Middle Aged
2020,December,Female,55 to 59,739,648,91,14,Middle Aged
2020,December,Female,60 to 64,1001,888,113,12.8,Middle Aged
2020,December,Female,65 to 69,1430,1210,220,18.2,Older Adults
2020,December,Female,70 to 74,2309,1977,332,16.8,Older Adults
2020,December,Female,75 to 79,3117,2683,434,16.2,Seniors
2020,December,Female,80 to 84,4279,3660,619,16.9,Seniors
2020,December,Female,85 to 89,5444,4699,745,15.8,Elderly
2020,December,Female,90 and over,7815,6928,887,12.8,Elderly
2019,All months,Both Sexes,All ages,530841,561216,-30375,-5.4,All Ages
2019,All months,Both Sexes,0 to 29,7411,7255,156,2.1,Infants & Toddlers
2019,All months,Both Sexes,30 to 44,10856,11146,-290,-2.6,Young Adults
2019,All months,Both Sexes,45 to 49,8242,8236,6,0.1,Middle Aged
2019,All months,Both Sexes,50 to 54,12906,12916,-10,-0.1,Middle Aged
2019,All months,Both Sexes,55 to 59,18153,18870,-717,-3.8,Middle Aged
2019,All months,Both Sexes,60 to 64,24226,25759,-1533,-6,Middle Aged
2019,All months,Both Sexes,65 to 69,34315,35578,-1263,-3.5,Older Adults
2019,All months,Both Sexes,70 to 74,53704,54984,-1280,-2.3,Older Adults
2019,All months,Both Sexes,75 to 79,64739,69246,-4507,-6.5,Seniors
2019,All months,Both Sexes,80 to 84,86047,89611,-3564,-4,Seniors
2019,All months,Both Sexes,85 to 89,96258,102973,-6715,-6.5,Elderly
2019,All months,Both Sexes,90 and over,113984,124643,-10659,-8.6,Elderly
2019,All months,Male,All ages,265300,278565,-13265,-4.8,All Ages
2019,All months,Male,0 to 29,4645,4538,107,2.4,Infants & Toddlers
2019,All months,Male,30 to 44,6784,6661,123,1.8,Young Adults
2019,All months,Male,45 to 49,4986,4944,42,0.8,Middle Aged
2019,All months,Male,50 to 54,7774,7743,31,0.4,Middle Aged
2019,All months,Male,55 to 59,10874,11325,-451,-4,Middle Aged
2019,All months,Male,60 to 64,14333,15427,-1094,-7.1,Middle Aged
2019,All months,Male,65 to 69,20378,21067,-689,-3.3,Older Adults
2019,All months,Male,70 to 74,30947,31776,-829,-2.6,Older Adults
2019,All months,Male,75 to 79,35983,38556,-2573,-6.7,Seniors
2019,All months,Male,80 to 84,44736,46413,-1677,-3.6,Seniors
2019,All months,Male,85 to 89,44386,47273,-2887,-6.1,Elderly
2019,All months,Male,90 and over,39474,42843,-3369,-7.9,Elderly
2019,All months,Female,All ages,265541,282650,-17109,-6.1,All Ages
2019,All months,Female,0 to 29,2766,2718,48,1.8,Infants & Toddlers
2019,All months,Female,30 to 44,4072,4485,-413,-9.2,Young Adults
2019,All months,Female,45 to 49,3256,3291,-35,-1.1,Middle Aged
2019,All months,Female,50 to 54,5132,5173,-41,-0.8,Middle Aged
2019,All months,Female,55 to 59,7279,7545,-266,-3.5,Middle Aged
2019,All months,Female,60 to 64,9893,10332,-439,-4.3,Middle Aged
2019,All months,Female,65 to 69,13937,14511,-574,-4,Older Adults
2019,All months,Female,70 to 74,22757,23208,-451,-1.9,Older Adults
2019,All months,Female,75 to 79,28756,30690,-1934,-6.3,Seniors
2019,All months,Female,80 to 84,41311,43198,-1887,-4.4,Seniors
2019,All months,Female,85 to 89,51872,55700,-3828,-6.9,Elderly
2019,All months,Female,90 and over,74510,81800,-7290,-8.9,Elderly
2019,January,Both Sexes,All ages,53910,61300,-7390,-12.1,All Ages
2019,January,Both Sexes,0 to 29,670,650,20,3.1,Infants & Toddlers
2019,January,Both Sexes,30 to 44,1011,1104,-93,-8.4,Young Adults
2019,January,Both Sexes,45 to 49,780,823,-43,-5.2,Middle Aged
2019,January,Both Sexes,50 to 54,1266,1286,-20,-1.5,Middle Aged
2019,January,Both Sexes,55 to 59,1776,1863,-87,-4.7,Middle Aged
2019,January,Both Sexes,60 to 64,2427,2547,-120,-4.7,Middle Aged
2019,January,Both Sexes,65 to 69,3532,3554,-22,-0.6,Older Adults
2019,January,Both Sexes,70 to 74,5483,5739,-256,-4.5,Older Adults
2019,January,Both Sexes,75 to 79,6438,7392,-954,-12.9,Seniors
2019,January,Both Sexes,80 to 84,8781,9790,-1009,-10.3,Seniors
2019,January,Both Sexes,85 to 89,9968,11714,-1746,-14.9,Elderly
2019,January,Both Sexes,90 and over,11778,14839,-3061,-20.6,Elderly
2019,January,Male,All ages,26605,30010,-3405,-11.3,All Ages
2019,January,Male,0 to 29,417,406,11,2.7,Infants & Toddlers
2019,January,Male,30 to 44,640,660,-20,-3.1,Young Adults
2019,January,Male,45 to 49,468,494,-26,-5.2,Middle Aged
2019,January,Male,50 to 54,768,771,-3,-0.4,Middle Aged
2019,January,Male,55 to 59,1078,1119,-41,-3.6,Middle Aged
2019,January,Male,60 to 64,1413,1524,-111,-7.3,Middle Aged
2019,January,Male,65 to 69,2085,2104,-19,-0.9,Older Adults
2019,January,Male,70 to 74,3104,3320,-216,-6.5,Older Adults
2019,January,Male,75 to 79,3556,4112,-556,-13.5,Seniors
2019,January,Male,80 to 84,4512,5066,-554,-10.9,Seniors
2019,January,Male,85 to 89,4537,5357,-820,-15.3,Elderly
2019,January,Male,90 and over,4027,5078,-1051,-20.7,Elderly
2019,January,Female,All ages,27305,31290,-3985,-12.7,All Ages
2019,January,Female,0 to 29,253,244,9,3.8,Infants & Toddlers
2019,January,Female,30 to 44,371,444,-73,-16.3,Young Adults
2019,January,Female,45 to 49,312,329,-17,-5.1,Middle Aged
2019,January,Female,50 to 54,498,515,-17,-3.3,Middle Aged
2019,January,Female,55 to 59,698,745,-47,-6.3,Middle Aged
2019,January,Female,60 to 64,1014,1022,-8,-0.8,Middle Aged
2019,January,Female,65 to 69,1447,1450,-3,-0.2,Older Adults
2019,January,Female,70 to 74,2379,2418,-39,-1.6,Older Adults
2019,January,Female,75 to 79,2882,3281,-399,-12.2,Seniors
2019,January,Female,80 to 84,4269,4724,-455,-9.6,Seniors
2019,January,Female,85 to 89,5431,6358,-927,-14.6,Elderly
2019,January,Female,90 and over,7751,9762,-2011,-20.6,Elderly
2019,February,Both Sexes,All ages,45795,48373,-2578,-5.3,All Ages
2019,February,Both Sexes,0 to 29,608,588,20,3.5,Infants & Toddlers
2019,February,Both Sexes,30 to 44,836,912,-76,-8.4,Young Adults
2019,February,Both Sexes,45 to 49,732,680,52,7.6,Middle Aged
2019,February,Both Sexes,50 to 54,1083,1065,18,1.7,Middle Aged
2019,February,Both Sexes,55 to 59,1487,1544,-57,-3.7,Middle Aged
2019,February,Both Sexes,60 to 64,2147,2110,37,1.8,Middle Aged
2019,February,Both Sexes,65 to 69,2970,2939,31,1.1,Older Adults
2019,February,Both Sexes,70 to 74,4556,4605,-49,-1.1,Older Adults
2019,February,Both Sexes,75 to 79,5436,5817,-381,-6.5,Seniors
2019,February,Both Sexes,80 to 84,7441,7737,-296,-3.8,Seniors
2019,February,Both Sexes,85 to 89,8458,9052,-594,-6.6,Elderly
2019,February,Both Sexes,90 and over,10041,11324,-1283,-11.3,Elderly
2019,February,Male,All ages,22734,23813,-1079,-4.5,All Ages
2019,February,Male,0 to 29,371,367,4,1,Infants & Toddlers
2019,February,Male,30 to 44,503,546,-43,-7.8,Young Adults
2019,February,Male,45 to 49,434,408,26,6.3,Middle Aged
2019,February,Male,50 to 54,639,639,0,0.1,Middle Aged
2019,February,Male,55 to 59,913,927,-14,-1.5,Middle Aged
2019,February,Male,60 to 64,1294,1263,31,2.4,Middle Aged
2019,February,Male,65 to 69,1771,1740,31,1.8,Older Adults
2019,February,Male,70 to 74,2582,2665,-83,-3.1,Older Adults
2019,February,Male,75 to 79,3003,3236,-233,-7.2,Seniors
2019,February,Male,80 to 84,3804,4004,-200,-5,Seniors
2019,February,Male,85 to 89,3945,4141,-196,-4.7,Elderly
2019,February,Male,90 and over,3475,3877,-402,-10.4,Elderly
2019,February,Female,All ages,23061,24560,-1499,-6.1,All Ages
2019,February,Female,0 to 29,237,220,17,7.6,Infants & Toddlers
2019,February,Female,30 to 44,333,367,-34,-9.2,Young Adults
2019,February,Female,45 to 49,298,272,26,9.6,Middle Aged
2019,February,Female,50 to 54,444,427,17,4.1,Middle Aged
2019,February,Female,55 to 59,574,617,-43,-7,Middle Aged
2019,February,Female,60 to 64,853,847,6,0.7,Middle Aged
2019,February,Female,65 to 69,1199,1199,0,0,Older Adults
2019,February,Female,70 to 74,1974,1939,35,1.8,Older Adults
2019,February,Female,75 to 79,2433,2581,-148,-5.7,Seniors
2019,February,Female,80 to 84,3637,3733,-96,-2.6,Seniors
2019,February,Female,85 to 89,4513,4910,-397,-8.1,Elderly
2019,February,Female,90 and over,6566,7448,-882,-11.8,Elderly
2019,March,Both Sexes,All ages,43944,47463,-3519,-7.4,All Ages
2019,March,Both Sexes,0 to 29,641,568,73,12.8,Infants & Toddlers
2019,March,Both Sexes,30 to 44,905,906,-1,-0.1,Young Adults
2019,March,Both Sexes,45 to 49,705,675,30,4.5,Middle Aged
2019,March,Both Sexes,50 to 54,1078,1056,22,2.1,Middle Aged
2019,March,Both Sexes,55 to 59,1583,1532,51,3.3,Middle Aged
2019,March,Both Sexes,60 to 64,2015,2097,-82,-3.9,Middle Aged
2019,March,Both Sexes,65 to 69,2822,2914,-92,-3.2,Older Adults
2019,March,Both Sexes,70 to 74,4444,4592,-148,-3.2,Older Adults
2019,March,Both Sexes,75 to 79,5335,5806,-471,-8.1,Seniors
2019,March,Both Sexes,80 to 84,7023,7662,-639,-8.3,Seniors
2019,March,Both Sexes,85 to 89,7917,8825,-908,-10.3,Elderly
2019,March,Both Sexes,90 and over,9476,10829,-1353,-12.5,Elderly
2019,March,Male,All ages,21976,23441,-1465,-6.2,All Ages
2019,March,Male,0 to 29,406,355,51,14.3,Infants & Toddlers
2019,March,Male,30 to 44,600,542,58,10.8,Young Adults
2019,March,Male,45 to 49,421,405,16,4,Middle Aged
2019,March,Male,50 to 54,670,633,37,5.8,Middle Aged
2019,March,Male,55 to 59,974,920,54,5.9,Middle Aged
2019,March,Male,60 to 64,1216,1256,-40,-3.2,Middle Aged
2019,March,Male,65 to 69,1678,1725,-47,-2.8,Older Adults
2019,March,Male,70 to 74,2622,2657,-35,-1.3,Older Adults
2019,March,Male,75 to 79,2985,3230,-245,-7.6,Seniors
2019,March,Male,80 to 84,3606,3968,-362,-9.1,Seniors
2019,March,Male,85 to 89,3570,4040,-470,-11.6,Elderly
2019,March,Male,90 and over,3228,3710,-482,-13,Elderly
2019,March,Female,All ages,21968,24022,-2054,-8.5,All Ages
2019,March,Female,0 to 29,235,213,22,10.4,Infants & Toddlers
2019,March,Female,30 to 44,305,364,-59,-16.2,Young Adults
2019,March,Female,45 to 49,284,270,14,5.3,Middle Aged
2019,March,Female,50 to 54,408,423,-15,-3.5,Middle Aged
2019,March,Female,55 to 59,609,612,-3,-0.5,Middle Aged
2019,March,Female,60 to 64,799,841,-42,-5,Middle Aged
2019,March,Female,65 to 69,1144,1189,-45,-3.8,Older Adults
2019,March,Female,70 to 74,1822,1936,-114,-5.9,Older Adults
2019,March,Female,75 to 79,2350,2576,-226,-8.8,Seniors
2019,March,Female,80 to 84,3417,3694,-277,-7.5,Seniors
2019,March,Female,85 to 89,4347,4785,-438,-9.2,Elderly
2019,March,Female,90 and over,6248,7119,-871,-12.2,Elderly
2019,April,Both Sexes,All ages,44121,49225,-5104,-10.4,All Ages
2019,April,Both Sexes,0 to 29,608,632,-24,-3.7,Infants & Toddlers
2019,April,Both Sexes,30 to 44,883,965,-82,-8.5,Young Adults
2019,April,Both Sexes,45 to 49,738,718,20,2.9,Middle Aged
2019,April,Both Sexes,50 to 54,1055,1123,-68,-6.1,Middle Aged
2019,April,Both Sexes,55 to 59,1542,1634,-92,-5.6,Middle Aged
2019,April,Both Sexes,60 to 64,2018,2234,-216,-9.7,Middle Aged
2019,April,Both Sexes,65 to 69,2850,3098,-248,-8,Older Adults
2019,April,Both Sexes,70 to 74,4472,4823,-351,-7.3,Older Adults
2019,April,Both Sexes,75 to 79,5308,6096,-788,-12.9,Seniors
2019,April,Both Sexes,80 to 84,7219,7824,-605,-7.7,Seniors
2019,April,Both Sexes,85 to 89,8040,9096,-1056,-11.6,Elderly
2019,April,Both Sexes,90 and over,9388,10981,-1593,-14.5,Elderly
2019,April,Male,All ages,22106,24396,-2290,-9.4,All Ages
2019,April,Male,0 to 29,376,395,-19,-4.8,Infants & Toddlers
2019,April,Male,30 to 44,538,577,-39,-6.7,Young Adults
2019,April,Male,45 to 49,456,431,25,5.9,Middle Aged
2019,April,Male,50 to 54,636,673,-37,-5.6,Middle Aged
2019,April,Male,55 to 59,926,981,-55,-5.6,Middle Aged
2019,April,Male,60 to 64,1183,1337,-154,-11.5,Middle Aged
2019,April,Male,65 to 69,1657,1834,-177,-9.6,Older Adults
2019,April,Male,70 to 74,2578,2789,-211,-7.6,Older Adults
2019,April,Male,75 to 79,2947,3393,-446,-13.1,Seniors
2019,April,Male,80 to 84,3833,4053,-220,-5.4,Seniors
2019,April,Male,85 to 89,3682,4167,-485,-11.6,Elderly
2019,April,Male,90 and over,3294,3766,-472,-12.5,Elderly
2019,April,Female,All ages,22015,24828,-2813,-11.3,All Ages
2019,April,Female,0 to 29,232,237,-5,-1.9,Infants & Toddlers
2019,April,Female,30 to 44,345,388,-43,-11.1,Young Adults
2019,April,Female,45 to 49,282,287,-5,-1.7,Middle Aged
2019,April,Female,50 to 54,419,450,-31,-6.9,Middle Aged
2019,April,Female,55 to 59,616,653,-37,-5.7,Middle Aged
2019,April,Female,60 to 64,835,897,-62,-6.9,Middle Aged
2019,April,Female,65 to 69,1193,1264,-71,-5.6,Older Adults
2019,April,Female,70 to 74,1894,2034,-140,-6.9,Older Adults
2019,April,Female,75 to 79,2361,2703,-342,-12.7,Seniors
2019,April,Female,80 to 84,3386,3772,-386,-10.2,Seniors
2019,April,Female,85 to 89,4358,4929,-571,-11.6,Elderly
2019,April,Female,90 and over,6094,7216,-1122,-15.5,Elderly
2019,May,Both Sexes,All ages,44389,46307,-1918,-4.1,All Ages
2019,May,Both Sexes,0 to 29,621,624,-3,-0.4,Infants & Toddlers
2019,May,Both Sexes,30 to 44,965,947,18,1.9,Young Adults
2019,May,Both Sexes,45 to 49,693,704,-11,-1.5,Middle Aged
2019,May,Both Sexes,50 to 54,1111,1101,10,0.9,Middle Aged
2019,May,Both Sexes,55 to 59,1532,1605,-73,-4.6,Middle Aged
2019,May,Both Sexes,60 to 64,2055,2191,-136,-6.2,Middle Aged
