year,month,sex,age_group,deaths,expected,excess,pct_change,age_band
2024,All months,Both Sexes,All ages,568613,618760,-50147,-8.1,All Ages
2024,All months,Both Sexes,0 to 29,7531,7619,-88,-1.2,Infants & Toddlers
2024,All months,Both Sexes,30 to 44,12551,13581,-1030,-7.6,Young Adults
2024,All months,Both Sexes,45 to 49,7878,8672,-794,-9.2,Middle Aged
2024,All months,Both Sexes,50 to 54,13175,13891,-716,-5.2,Middle Aged
2024,All months,Both Sexes,55 to 59,20254,21426,-1172,-5.5,Middle Aged
2024,All months,Both Sexes,60 to 64,27435,30720,-3285,-10.7,Middle Aged
2024,All months,Both Sexes,65 to 69,36346,40483,-4137,-10.2,Older Adults
2024,All months,Both Sexes,70 to 74,51265,55515,-4250,-7.7,Older Adults
2024,All months,Both Sexes,75 to 79,78612,84805,-6193,-7.3,Seniors
2024,All months,Both Sexes,80 to 84,89960,99799,-9839,-9.9,Seniors
2024,All months,Both Sexes,85 to 89,101738,109256,-7518,-6.9,Elderly
2024,All months,Both Sexes,90 and over,121868,132992,-11124,-8.4,Elderly
2024,All months,Male,All ages,289726,314567,-24841,-7.9,All Ages
2024,All months,Male,0 to 29,4747,4836,-89,-1.8,Infants & Toddlers
2024,All months,Male,30 to 44,7796,8105,-309,-3.8,Young Adults
2024,All months,Male,45 to 49,4870,5224,-354,-6.8,Middle Aged
2024,All months,Male,50 to 54,7932,8372,-440,-5.3,Middle Aged
2024,All months,Male,55 to 59,12241,12888,-647,-5,Middle Aged
2024,All months,Male,60 to 64,16339,18467,-2128,-11.5,Middle Aged
2024,All months,Male,65 to 69,21408,24211,-2803,-11.6,Older Adults
2024,All months,Male,70 to 74,29945,31998,-2053,-6.4,Older Adults
2024,All months,Male,75 to 79,43725,47239,-3514,-7.4,Seniors
2024,All months,Male,80 to 84,47047,52335,-5288,-10.1,Seniors
2024,All months,Male,85 to 89,48706,51934,-3228,-6.2,Elderly
2024,All months,Male,90 and over,44970,48958,-3988,-8.1,Elderly
2024,All months,Female,All ages,278887,304194,-25307,-8.3,All Ages
2024,All months,Female,0 to 29,2784,2782,2,0.1,Infants & Toddlers
2024,All months,Female,30 to 44,4755,5476,-721,-13.2,Young Adults
2024,All months,Female,45 to 49,3008,3448,-440,-12.8,Middle Aged
2024,All months,Female,50 to 54,5243,5519,-276,-5,Middle Aged
2024,All months,Female,55 to 59,8013,8538,-525,-6.2,Middle Aged
2024,All months,Female,60 to 64,11096,12254,-1158,-9.4,Middle Aged
2024,All months,Female,65 to 69,14938,16272,-1334,-8.2,Older Adults
2024,All months,Female,70 to 74,21320,23517,-2197,-9.3,Older Adults
2024,All months,Female,75 to 79,34887,37566,-2679,-7.1,Seniors
2024,All months,Female,80 to 84,42913,47464,-4551,-9.6,Seniors
2024,All months,Female,85 to 89,53032,57322,-4290,-7.5,Elderly
2024,All months,Female,90 and over,76898,84034,-7136,-8.5,Elderly
2024,January,Both Sexes,All ages,58603,64480,-5877,-9.1,All Ages
2024,January,Both Sexes,0 to 29,676,661,15,2.2,Infants & Toddlers
2024,January,Both Sexes,30 to 44,1074,1322,-248,-18.8,Young Adults
2024,January,Both Sexes,45 to 49,708,850,-142,-16.7,Middle Aged
2024,January,Both Sexes,50 to 54,1262,1375,-113,-8.2,Middle Aged
2024,January,Both Sexes,55 to 59,1977,2112,-135,-6.4,Middle Aged
2024,January,Both Sexes,60 to 64,2726,3004,-278,-9.3,Middle Aged
2024,January,Both Sexes,65 to 69,3574,3956,-382,-9.7,Older Adults
2024,January,Both Sexes,70 to 74,5173,5703,-530,-9.3,Older Adults
2024,January,Both Sexes,75 to 79,8159,8789,-630,-7.2,Seniors
2024,January,Both Sexes,80 to 84,9234,10439,-1205,-11.5,Seniors
2024,January,Both Sexes,85 to 89,10864,11671,-807,-6.9,Elderly
2024,January,Both Sexes,90 and over,13176,14598,-1422,-9.7,Elderly
2024,January,Male,All ages,29204,32482,-3278,-10.1,All Ages
2024,January,Male,0 to 29,417,419,-2,-0.6,Infants & Toddlers
2024,January,Male,30 to 44,661,788,-127,-16.1,Young Adults
2024,January,Male,45 to 49,422,511,-89,-17.5,Middle Aged
2024,January,Male,50 to 54,742,828,-86,-10.3,Middle Aged
2024,January,Male,55 to 59,1240,1269,-29,-2.3,Middle Aged
2024,January,Male,60 to 64,1604,1805,-201,-11.1,Middle Aged
2024,January,Male,65 to 69,2093,2363,-270,-11.4,Older Adults
2024,January,Male,70 to 74,2984,3284,-300,-9.1,Older Adults
2024,January,Male,75 to 79,4472,4895,-423,-8.6,Seniors
2024,January,Male,80 to 84,4715,5464,-749,-13.7,Seniors
2024,January,Male,85 to 89,5171,5533,-362,-6.5,Elderly
2024,January,Male,90 and over,4683,5323,-640,-12,Elderly
2024,January,Female,All ages,29399,31997,-2598,-8.1,All Ages
2024,January,Female,0 to 29,259,242,17,7,Infants & Toddlers
2024,January,Female,30 to 44,413,534,-121,-22.7,Young Adults
2024,January,Female,45 to 49,286,338,-52,-15.4,Middle Aged
2024,January,Female,50 to 54,520,547,-27,-5,Middle Aged
2024,January,Female,55 to 59,737,843,-106,-12.6,Middle Aged
2024,January,Female,60 to 64,1122,1199,-77,-6.4,Middle Aged
2024,January,Female,65 to 69,1481,1594,-113,-7.1,Older Adults
2024,January,Female,70 to 74,2189,2419,-230,-9.5,Older Adults
2024,January,Female,75 to 79,3687,3894,-207,-5.3,Seniors
2024,January,Female,80 to 84,4519,4974,-455,-9.2,Seniors
2024,January,Female,85 to 89,5693,6137,-444,-7.2,Elderly
2024,January,Female,90 and over,8493,9275,-782,-8.4,Elderly
2024,February,Both Sexes,All ages,50358,52355,-1997,-3.8,All Ages
2024,February,Both Sexes,0 to 29,674,617,57,9.2,Infants & Toddlers
2024,February,Both Sexes,30 to 44,1067,1122,-55,-4.9,Young Adults
2024,February,Both Sexes,45 to 49,686,718,-32,-4.5,Middle Aged
2024,February,Both Sexes,50 to 54,1124,1161,-37,-3.2,Middle Aged
2024,February,Both Sexes,55 to 59,1750,1785,-35,-2,Middle Aged
2024,February,Both Sexes,60 to 64,2349,2543,-194,-7.6,Middle Aged
2024,February,Both Sexes,65 to 69,3190,3352,-162,-4.8,Older Adults
2024,February,Both Sexes,70 to 74,4458,4644,-186,-4,Older Adults
2024,February,Both Sexes,75 to 79,6800,7059,-259,-3.7,Seniors
2024,February,Both Sexes,80 to 84,8063,8387,-324,-3.9,Seniors
2024,February,Both Sexes,85 to 89,9007,9373,-366,-3.9,Elderly
2024,February,Both Sexes,90 and over,11190,11592,-402,-3.5,Elderly
2024,February,Male,All ages,25458,26471,-1013,-3.8,All Ages
2024,February,Male,0 to 29,408,392,16,4.2,Infants & Toddlers
2024,February,Male,30 to 44,695,669,26,3.9,Young Adults
2024,February,Male,45 to 49,424,432,-8,-1.9,Middle Aged
2024,February,Male,50 to 54,684,699,-15,-2.2,Middle Aged
2024,February,Male,55 to 59,1058,1073,-15,-1.4,Middle Aged
2024,February,Male,60 to 64,1386,1528,-142,-9.3,Middle Aged
2024,February,Male,65 to 69,1830,2002,-172,-8.6,Older Adults
2024,February,Male,70 to 74,2624,2674,-50,-1.9,Older Adults
2024,February,Male,75 to 79,3786,3931,-145,-3.7,Seniors
2024,February,Male,80 to 84,4189,4391,-202,-4.6,Seniors
2024,February,Male,85 to 89,4266,4446,-180,-4.1,Elderly
2024,February,Male,90 and over,4108,4233,-125,-3,Elderly
2024,February,Female,All ages,24900,25883,-983,-3.8,All Ages
2024,February,Female,0 to 29,266,226,40,17.9,Infants & Toddlers
2024,February,Female,30 to 44,372,453,-81,-17.9,Young Adults
2024,February,Female,45 to 49,262,286,-24,-8.3,Middle Aged
2024,February,Female,50 to 54,440,462,-22,-4.8,Middle Aged
2024,February,Female,55 to 59,692,712,-20,-2.9,Middle Aged
2024,February,Female,60 to 64,963,1015,-52,-5.1,Middle Aged
2024,February,Female,65 to 69,1360,1350,10,0.8,Older Adults
2024,February,Female,70 to 74,1834,1971,-137,-6.9,Older Adults
2024,February,Female,75 to 79,3014,3127,-113,-3.6,Seniors
2024,February,Female,80 to 84,3874,3995,-121,-3,Seniors
2024,February,Female,85 to 89,4741,4927,-186,-3.8,Elderly
2024,February,Female,90 and over,7082,7359,-277,-3.8,Elderly
2024,March,Both Sexes,All ages,46090,51670,-5580,-10.8,All Ages
2024,March,Both Sexes,0 to 29,626,632,-6,-0.9,Infants & Toddlers
2024,March,Both Sexes,30 to 44,979,1132,-153,-13.5,Young Adults
2024,March,Both Sexes,45 to 49,645,723,-78,-10.8,Middle Aged
2024,March,Both Sexes,50 to 54,1064,1167,-103,-8.8,Middle Aged
2024,March,Both Sexes,55 to 59,1648,1796,-148,-8.2,Middle Aged
2024,March,Both Sexes,60 to 64,2194,2557,-363,-14.2,Middle Aged
2024,March,Both Sexes,65 to 69,2863,3374,-511,-15.1,Older Adults
2024,March,Both Sexes,70 to 74,4163,4612,-449,-9.7,Older Adults
2024,March,Both Sexes,75 to 79,6405,7078,-673,-9.5,Seniors
2024,March,Both Sexes,80 to 84,7239,8289,-1050,-12.7,Seniors
2024,March,Both Sexes,85 to 89,8316,9115,-799,-8.8,Elderly
2024,March,Both Sexes,90 and over,9948,11195,-1247,-11.1,Elderly
2024,March,Male,All ages,23401,26211,-2810,-10.7,All Ages
2024,March,Male,0 to 29,391,401,-10,-2.5,Infants & Toddlers
2024,March,Male,30 to 44,614,675,-61,-9,Young Adults
2024,March,Male,45 to 49,420,435,-15,-3.5,Middle Aged
2024,March,Male,50 to 54,655,703,-48,-6.8,Middle Aged
2024,March,Male,55 to 59,931,1079,-148,-13.7,Middle Aged
2024,March,Male,60 to 64,1292,1536,-244,-15.9,Middle Aged
2024,March,Male,65 to 69,1685,2016,-331,-16.4,Older Adults
2024,March,Male,70 to 74,2420,2655,-235,-8.9,Older Adults
2024,March,Male,75 to 79,3631,3944,-313,-7.9,Seniors
2024,March,Male,80 to 84,3793,4343,-550,-12.7,Seniors
2024,March,Male,85 to 89,3924,4327,-403,-9.3,Elderly
2024,March,Male,90 and over,3645,4097,-452,-11,Elderly
2024,March,Female,All ages,22689,25459,-2770,-10.9,All Ages
2024,March,Female,0 to 29,235,231,4,1.7,Infants & Toddlers
2024,March,Female,30 to 44,365,457,-92,-20.2,Young Adults
2024,March,Female,45 to 49,225,288,-63,-21.8,Middle Aged
2024,March,Female,50 to 54,409,465,-56,-12,Middle Aged
2024,March,Female,55 to 59,717,716,1,0.1,Middle Aged
2024,March,Female,60 to 64,902,1021,-119,-11.7,Middle Aged
2024,March,Female,65 to 69,1178,1358,-180,-13.3,Older Adults
2024,March,Female,70 to 74,1743,1956,-213,-10.9,Older Adults
2024,March,Female,75 to 79,2774,3134,-360,-11.5,Seniors
2024,March,Female,80 to 84,3446,3946,-500,-12.7,Seniors
2024,March,Female,85 to 89,4392,4788,-396,-8.3,Elderly
2024,March,Female,90 and over,6303,7099,-796,-11.2,Elderly
2024,April,Both Sexes,All ages,49271,50331,-1060,-2.1,All Ages
2024,April,Both Sexes,0 to 29,620,586,34,5.8,Infants & Toddlers
2024,April,Both Sexes,30 to 44,1002,1098,-96,-8.7,Young Adults
2024,April,Both Sexes,45 to 49,623,699,-76,-10.9,Middle Aged
2024,April,Both Sexes,50 to 54,1158,1128,30,2.7,Middle Aged
2024,April,Both Sexes,55 to 59,1745,1737,8,0.5,Middle Aged
2024,April,Both Sexes,60 to 64,2386,2478,-92,-3.7,Middle Aged
2024,April,Both Sexes,65 to 69,3153,3269,-116,-3.5,Older Adults
2024,April,Both Sexes,70 to 74,4490,4511,-21,-0.5,Older Adults
2024,April,Both Sexes,75 to 79,6807,6917,-110,-1.6,Seniors
2024,April,Both Sexes,80 to 84,7827,8151,-324,-4,Seniors
2024,April,Both Sexes,85 to 89,8809,8922,-113,-1.3,Elderly
2024,April,Both Sexes,90 and over,10651,10835,-184,-1.7,Elderly
2024,April,Male,All ages,25155,25548,-393,-1.5,All Ages
2024,April,Male,0 to 29,383,372,11,3,Infants & Toddlers
2024,April,Male,30 to 44,607,654,-47,-7.2,Young Adults
2024,April,Male,45 to 49,380,421,-41,-9.7,Middle Aged
2024,April,Male,50 to 54,686,679,7,1,Middle Aged
2024,April,Male,55 to 59,1043,1044,-1,-0.1,Middle Aged
2024,April,Male,60 to 64,1407,1489,-82,-5.5,Middle Aged
2024,April,Male,65 to 69,1853,1953,-100,-5.1,Older Adults
2024,April,Male,70 to 74,2630,2597,33,1.3,Older Adults
2024,April,Male,75 to 79,3811,3854,-43,-1.1,Seniors
2024,April,Male,80 to 84,4180,4272,-92,-2.1,Seniors
2024,April,Male,85 to 89,4222,4240,-18,-0.4,Elderly
2024,April,Male,90 and over,3953,3972,-19,-0.5,Elderly
2024,April,Female,All ages,24116,24783,-667,-2.7,All Ages
2024,April,Female,0 to 29,237,214,23,10.7,Infants & Toddlers
2024,April,Female,30 to 44,395,443,-48,-10.9,Young Adults
2024,April,Female,45 to 49,243,278,-35,-12.7,Middle Aged
2024,April,Female,50 to 54,472,449,23,5.2,Middle Aged
2024,April,Female,55 to 59,702,693,9,1.3,Middle Aged
2024,April,Female,60 to 64,979,989,-10,-1,Middle Aged
2024,April,Female,65 to 69,1300,1315,-15,-1.2,Older Adults
2024,April,Female,70 to 74,1860,1914,-54,-2.8,Older Adults
2024,April,Female,75 to 79,2996,3063,-67,-2.2,Seniors
2024,April,Female,80 to 84,3647,3879,-232,-6,Seniors
2024,April,Female,85 to 89,4587,4682,-95,-2,Elderly
2024,April,Female,90 and over,6698,6863,-165,-2.4,Elderly
2024,May,Both Sexes,All ages,47168,50807,-3639,-7.2,All Ages
2024,May,Both Sexes,0 to 29,617,650,-33,-5.1,Infants & Toddlers
2024,May,Both Sexes,30 to 44,1065,1130,-65,-5.7,Young Adults
2024,May,Both Sexes,45 to 49,697,719,-22,-3.1,Middle Aged
2024,May,Both Sexes,50 to 54,1092,1157,-65,-5.6,Middle Aged
2024,May,Both Sexes,55 to 59,1753,1782,-29,-1.6,Middle Aged
2024,May,Both Sexes,60 to 64,2226,2548,-322,-12.6,Middle Aged
2024,May,Both Sexes,65 to 69,2983,3362,-379,-11.3,Older Adults
2024,May,Both Sexes,70 to 74,4313,4559,-246,-5.4,Older Adults
2024,May,Both Sexes,75 to 79,6658,7018,-360,-5.1,Seniors
2024,May,Both Sexes,80 to 84,7353,8247,-894,-10.8,Seniors
2024,May,Both Sexes,85 to 89,8455,8952,-497,-5.6,Elderly
2024,May,Both Sexes,90 and over,9956,10683,-727,-6.8,Elderly
2024,May,Male,All ages,23946,25865,-1919,-7.4,All Ages
2024,May,Male,0 to 29,412,413,-1,-0.3,Infants & Toddlers
2024,May,Male,30 to 44,652,674,-22,-3.3,Young Adults
2024,May,Male,45 to 49,432,433,-1,-0.3,Middle Aged
2024,May,Male,50 to 54,655,697,-42,-6,Middle Aged
2024,May,Male,55 to 59,1084,1072,12,1.1,Middle Aged
2024,May,Male,60 to 64,1319,1532,-213,-13.9,Middle Aged
2024,May,Male,65 to 69,1778,2011,-233,-11.6,Older Adults
2024,May,Male,70 to 74,2546,2625,-79,-3,Older Adults
2024,May,Male,75 to 79,3624,3911,-287,-7.3,Seniors
2024,May,Male,80 to 84,3865,4323,-458,-10.6,Seniors
2024,May,Male,85 to 89,3963,4254,-291,-6.8,Elderly
2024,May,Male,90 and over,3616,3921,-305,-7.8,Elderly
2024,May,Female,All ages,23222,24942,-1720,-6.9,All Ages
2024,May,Female,0 to 29,205,237,-32,-13.5,Infants & Toddlers
2024,May,Female,30 to 44,413,456,-43,-9.4,Young Adults
2024,May,Female,45 to 49,265,286,-21,-7.3,Middle Aged
2024,May,Female,50 to 54,437,460,-23,-5,Middle Aged
2024,May,Female,55 to 59,669,710,-41,-5.8,Middle Aged
2024,May,Female,60 to 64,907,1016,-109,-10.8,Middle Aged
2024,May,Female,65 to 69,1205,1352,-147,-10.9,Older Adults
2024,May,Female,70 to 74,1767,1933,-166,-8.6,Older Adults
2024,May,Female,75 to 79,3034,3106,-72,-2.3,Seniors
2024,May,Female,80 to 84,3488,3924,-436,-11.1,Seniors
2024,May,Female,85 to 89,4492,4699,-207,-4.4,Elderly
2024,May,Female,90 and over,6340,6762,-422,-6.2,Elderly
2024,June,Both Sexes,All ages,42597,44950,-2353,-5.2,All Ages
2024,June,Both Sexes,0 to 29,573,583,-10,-1.8,Infants & Toddlers
2024,June,Both Sexes,30 to 44,1024,1018,6,0.6,Young Adults
2024,June,Both Sexes,45 to 49,618,648,-30,-4.7,Middle Aged
2024,June,Both Sexes,50 to 54,1003,1040,-37,-3.6,Middle Aged
2024,June,Both Sexes,55 to 59,1558,1606,-48,-3,Middle Aged
2024,June,Both Sexes,60 to 64,2145,2298,-153,-6.7,Middle Aged
2024,June,Both Sexes,65 to 69,2838,3029,-191,-6.3,Older Adults
2024,June,Both Sexes,70 to 74,3964,4141,-177,-4.3,Older Adults
2024,June,Both Sexes,75 to 79,5908,6287,-379,-6,Seniors
2024,June,Both Sexes,80 to 84,6650,7223,-573,-7.9,Seniors
2024,June,Both Sexes,85 to 89,7500,7831,-331,-4.2,Elderly
2024,June,Both Sexes,90 and over,8816,9246,-430,-4.7,Elderly
2024,June,Male,All ages,21874,22951,-1077,-4.7,All Ages
2024,June,Male,0 to 29,361,370,-9,-2.5,Infants & Toddlers
2024,June,Male,30 to 44,626,607,19,3.1,Young Adults
2024,June,Male,45 to 49,398,391,7,1.9,Middle Aged
2024,June,Male,50 to 54,601,627,-26,-4.1,Middle Aged
2024,June,Male,55 to 59,942,966,-24,-2.5,Middle Aged
2024,June,Male,60 to 64,1277,1382,-105,-7.6,Middle Aged
2024,June,Male,65 to 69,1699,1812,-113,-6.2,Older Adults
2024,June,Male,70 to 74,2317,2385,-68,-2.9,Older Adults
2024,June,Male,75 to 79,3307,3503,-196,-5.6,Seniors
2024,June,Male,80 to 84,3511,3788,-277,-7.3,Seniors
2024,June,Male,85 to 89,3580,3721,-141,-3.8,Elderly
2024,June,Male,90 and over,3255,3399,-144,-4.2,Elderly
2024,June,Female,All ages,20723,21999,-1276,-5.8,All Ages
2024,June,Female,0 to 29,212,213,-1,-0.5,Infants & Toddlers
2024,June,Female,30 to 44,398,410,-12,-3,Young Adults
2024,June,Female,45 to 49,220,258,-38,-14.6,Middle Aged
2024,June,Female,50 to 54,402,413,-11,-2.7,Middle Aged
2024,June,Female,55 to 59,616,640,-24,-3.7,Middle Aged
2024,June,Female,60 to 64,868,916,-48,-5.3,Middle Aged
2024,June,Female,65 to 69,1139,1217,-78,-6.4,Older Adults
2024,June,Female,70 to 74,1647,1756,-109,-6.2,Older Adults
2024,June,Female,75 to 79,2601,2784,-183,-6.6,Seniors
2024,June,Female,80 to 84,3139,3435,-296,-8.6,Seniors
2024,June,Female,85 to 89,3920,4110,-190,-4.6,Elderly
2024,June,Female,90 and over,5561,5847,-286,-4.9,Elderly
2024,July,Both Sexes,All ages,47230,49644,-2414,-4.9,All Ages
2024,July,Both Sexes,0 to 29,643,649,-6,-1,Infants & Toddlers
2024,July,Both Sexes,30 to 44,1126,1142,-16,-1.4,Young Adults
2024,July,Both Sexes,45 to 49,707,727,-20,-2.8,Middle Aged
2024,July,Both Sexes,50 to 54,1155,1165,-10,-0.8,Middle Aged
2024,July,Both Sexes,55 to 59,1758,1797,-39,-2.2,Middle Aged
2024,July,Both Sexes,60 to 64,2322,2578,-256,-9.9,Middle Aged
2024,July,Both Sexes,65 to 69,3104,3397,-293,-8.6,Older Adults
2024,July,Both Sexes,70 to 74,4310,4561,-251,-5.5,Older Adults
2024,July,Both Sexes,75 to 79,6430,6886,-456,-6.6,Seniors
2024,July,Both Sexes,80 to 84,7463,7990,-527,-6.6,Seniors
2024,July,Both Sexes,85 to 89,8334,8534,-200,-2.3,Elderly
2024,July,Both Sexes,90 and over,9878,10217,-339,-3.3,Elderly
2024,July,Male,All ages,24284,25373,-1089,-4.3,All Ages
2024,July,Male,0 to 29,408,412,-4,-1.1,Infants & Toddlers
2024,July,Male,30 to 44,696,681,15,2.1,Young Adults
2024,July,Male,45 to 49,424,438,-14,-3.2,Middle Aged
2024,July,Male,50 to 54,670,702,-32,-4.5,Middle Aged
2024,July,Male,55 to 59,1111,1081,30,2.8,Middle Aged
2024,July,Male,60 to 64,1437,1550,-113,-7.3,Middle Aged
2024,July,Male,65 to 69,1844,2032,-188,-9.3,Older Adults
2024,July,Male,70 to 74,2487,2629,-142,-5.4,Older Adults
2024,July,Male,75 to 79,3609,3835,-226,-5.9,Seniors
2024,July,Male,80 to 84,3851,4193,-342,-8.1,Seniors
2024,July,Male,85 to 89,4068,4058,10,0.2,Elderly
2024,July,Male,90 and over,3679,3763,-84,-2.2,Elderly
2024,July,Female,All ages,22946,24271,-1325,-5.5,All Ages
2024,July,Female,0 to 29,235,237,-2,-0.8,Infants & Toddlers
2024,July,Female,30 to 44,430,461,-31,-6.6,Young Adults
2024,July,Female,45 to 49,283,289,-6,-2.1,Middle Aged
2024,July,Female,50 to 54,485,463,22,4.8,Middle Aged
2024,July,Female,55 to 59,647,716,-69,-9.7,Middle Aged
2024,July,Female,60 to 64,885,1028,-143,-14,Middle Aged
2024,July,Female,65 to 69,1260,1365,-105,-7.7,Older Adults
2024,July,Female,70 to 74,1823,1932,-109,-5.7,Older Adults
2024,July,Female,75 to 79,2821,3051,-230,-7.5,Seniors
2024,July,Female,80 to 84,3612,3798,-186,-4.9,Seniors
2024,July,Female,85 to 89,4266,4476,-210,-4.7,Elderly
2024,July,Female,90 and over,6199,6455,-256,-4,Elderly
2024,August,Both Sexes,All ages,41995,46731,-4736,-10.1,All Ages
2024,August,Both Sexes,0 to 29,558,607,-49,-8.1,Infants & Toddlers
2024,August,Both Sexes,30 to 44,1048,1074,-26,-2.4,Young Adults
2024,August,Both Sexes,45 to 49,623,684,-61,-8.9,Middle Aged
2024,August,Both Sexes,50 to 54,1050,1093,-43,-3.9,Middle Aged
2024,August,Both Sexes,55 to 59,1549,1688,-139,-8.2,Middle Aged
2024,August,Both Sexes,60 to 64,2136,2425,-289,-11.9,Middle Aged
2024,August,Both Sexes,65 to 69,2770,3195,-425,-13.3,Older Adults
2024,August,Both Sexes,70 to 74,3807,4284,-477,-11.1,Older Adults
2024,August,Both Sexes,75 to 79,5908,6455,-547,-8.5,Seniors
2024,August,Both Sexes,80 to 84,6650,7451,-801,-10.7,Seniors
2024,August,Both Sexes,85 to 89,7295,8056,-761,-9.4,Elderly
2024,August,Both Sexes,90 and over,8601,9719,-1118,-11.5,Elderly
2024,August,Male,All ages,21658,23878,-2220,-9.3,All Ages
2024,August,Male,0 to 29,355,385,-30,-7.9,Infants & Toddlers
2024,August,Male,30 to 44,664,641,23,3.6,Young Adults
2024,August,Male,45 to 49,371,412,-41,-10,Middle Aged
2024,August,Male,50 to 54,637,659,-22,-3.3,Middle Aged
2024,August,Male,55 to 59,933,1016,-83,-8.1,Middle Aged
2024,August,Male,60 to 64,1295,1458,-163,-11.2,Middle Aged
2024,August,Male,65 to 69,1628,1912,-284,-14.8,Older Adults
2024,August,Male,70 to 74,2209,2471,-262,-10.6,Older Adults
2024,August,Male,75 to 79,3295,3594,-299,-8.3,Seniors
2024,August,Male,80 to 84,3467,3911,-444,-11.3,Seniors
2024,August,Male,85 to 89,3541,3833,-292,-7.6,Elderly
2024,August,Male,90 and over,3263,3587,-324,-9,Elderly
2024,August,Female,All ages,20337,22854,-2517,-11,All Ages
2024,August,Female,0 to 29,203,222,-19,-8.6,Infants & Toddlers
2024,August,Female,30 to 44,384,433,-49,-11.3,Young Adults
2024,August,Female,45 to 49,252,272,-20,-7.4,Middle Aged
2024,August,Female,50 to 54,413,434,-21,-4.9,Middle Aged
2024,August,Female,55 to 59,616,673,-57,-8.4,Middle Aged
2024,August,Female,60 to 64,841,967,-126,-13.1,Middle Aged
2024,August,Female,65 to 69,1142,1284,-142,-11.1,Older Adults
2024,August,Female,70 to 74,1598,1813,-215,-11.9,Older Adults
2024,August,Female,75 to 79,2613,2861,-248,-8.7,Seniors
2024,August,Female,80 to 84,3183,3540,-357,-10.1,Seniors
2024,August,Female,85 to 89,3754,4223,-469,-11.1,Elderly
2024,August,Female,90 and over,5338,6132,-794,-12.9,Elderly
2024,September,Both Sexes,All ages,41403,47485,-6082,-12.8,All Ages
2024,September,Both Sexes,0 to 29,629,607,22,3.5,Infants & Toddlers
2024,September,Both Sexes,30 to 44,1008,1082,-74,-6.8,Young Adults
2024,September,Both Sexes,45 to 49,649,689,-40,-5.8,Middle Aged
2024,September,Both Sexes,50 to 54,1026,1098,-72,-6.6,Middle Aged
2024,September,Both Sexes,55 to 59,1470,1698,-228,-13.4,Middle Aged
2024,September,Both Sexes,60 to 64,2102,2447,-345,-14.1,Middle Aged
2024,September,Both Sexes,65 to 69,2754,3222,-468,-14.5,Older Adults
2024,September,Both Sexes,70 to 74,3786,4367,-581,-13.3,Older Adults
2024,September,Both Sexes,75 to 79,5737,6503,-766,-11.8,Seniors
2024,September,Both Sexes,80 to 84,6579,7663,-1084,-14.1,Seniors
2024,September,Both Sexes,85 to 89,7200,8224,-1024,-12.5,Elderly
2024,September,Both Sexes,90 and over,8463,9884,-1421,-14.4,Elderly
2024,September,Male,All ages,21498,24262,-2764,-11.4,All Ages
2024,September,Male,0 to 29,396,385,11,2.7,Infants & Toddlers
2024,September,Male,30 to 44,618,646,-28,-4.3,Young Adults
2024,September,Male,45 to 49,398,415,-17,-4.2,Middle Aged
2024,September,Male,50 to 54,607,662,-55,-8.3,Middle Aged
2024,September,Male,55 to 59,876,1022,-146,-14.3,Middle Aged
2024,September,Male,60 to 64,1292,1471,-179,-12.1,Middle Aged
2024,September,Male,65 to 69,1598,1927,-329,-17.1,Older Adults
2024,September,Male,70 to 74,2225,2520,-295,-11.7,Older Adults
2024,September,Male,75 to 79,3233,3623,-390,-10.8,Seniors
2024,September,Male,80 to 84,3504,4022,-518,-12.9,Seniors
2024,September,Male,85 to 89,3483,3914,-431,-11,Elderly
2024,September,Male,90 and over,3268,3654,-386,-10.6,Elderly
2024,September,Female,All ages,19905,23223,-3318,-14.3,All Ages
2024,September,Female,0 to 29,233,222,11,4.9,Infants & Toddlers
2024,September,Female,30 to 44,390,436,-46,-10.5,Young Adults
2024,September,Female,45 to 49,251,274,-23,-8.4,Middle Aged
2024,September,Female,50 to 54,419,436,-17,-3.9,Middle Aged
2024,September,Female,55 to 59,594,676,-82,-12.2,Middle Aged
2024,September,Female,60 to 64,810,976,-166,-17,Middle Aged
2024,September,Female,65 to 69,1156,1294,-138,-10.7,Older Adults
2024,September,Female,70 to 74,1561,1847,-286,-15.5,Older Adults
2024,September,Female,75 to 79,2504,2881,-377,-13.1,Seniors
2024,September,Female,80 to 84,3075,3640,-565,-15.5,Seniors
2024,September,Female,85 to 89,3717,4310,-593,-13.8,Elderly
2024,September,Female,90 and over,5195,6231,-1036,-16.6,Elderly
2024,October,Both Sexes,All ages,49328,54129,-4801,-8.9,All Ages
2024,October,Both Sexes,0 to 29,714,698,16,2.3,Infants & Toddlers
2024,October,Both Sexes,30 to 44,1185,1197,-12,-1,Young Adults
2024,October,Both Sexes,45 to 49,667,765,-98,-12.8,Middle Aged
2024,October,Both Sexes,50 to 54,1152,1214,-62,-5.1,Middle Aged
2024,October,Both Sexes,55 to 59,1774,1877,-103,-5.5,Middle Aged
2024,October,Both Sexes,60 to 64,2386,2710,-324,-12,Middle Aged
2024,October,Both Sexes,65 to 69,3145,3568,-423,-11.9,Older Adults
2024,October,Both Sexes,70 to 74,4442,4839,-397,-8.2,Older Adults
2024,October,Both Sexes,75 to 79,6809,7440,-631,-8.5,Seniors
2024,October,Both Sexes,80 to 84,7748,8723,-975,-11.2,Seniors
