year,sex,age_group,rate,lower_ci,upper_ci,age_band
2015,Female,20 to 24,0.2,0.2,0.2,Young Adults
2015,Female,25 to 29,0.3,0.3,0.3,Young Adults
2015,Female,30 to 34,0.4,0.4,0.4,Young Adults
2015,Female,35 to 39,0.7,0.6,0.7,Young Adults
2015,Female,40 to 44,1,1,1.1,Young Adults
2015,Female,45 to 49,1.6,1.5,1.7,Middle Aged
2015,Female,50 to 54,2.5,2.4,2.6,Middle Aged
2015,Female,55 to 59,3.8,3.7,3.9,Middle Aged
2015,Female,60 to 64,6.2,6,6.3,Middle Aged
2015,Female,65 to 69,9.5,9.4,9.7,Older Adults
2015,Female,70 to 74,16,15.7,16.2,Older Adults
2015,Female,75 to 79,28,27.7,28.3,Seniors
2015,Female,80 to 84,54.1,53.6,54.6,Seniors
2015,Female,85 to 89,102.7,101.9,103.6,Elderly
2015,Female,90 and over,220.7,219.1,222.2,Elderly
