year,sex,age,marital_status,deaths,age_band
2018,Both Sexes,12,Divorced,0,NA
2018,Both Sexes,12,Civil partnership,0,NA
2018,Both Sexes,12,Civil partnership widowed,0,NA
2018,Both Sexes,12,Civil partnership dissolved,0,NA
2018,Both Sexes,12,Marital status not stated,0,NA
2018,Both Sexes,13,All marital statuses,66,NA
2018,Both Sexes,13,Single,66,NA
2018,Both Sexes,13,Married,0,NA
2018,Both Sexes,13,Widowed,0,NA
2018,Both Sexes,13,Divorced,0,NA
2018,Both Sexes,13,Civil partnership,0,NA
2018,Both Sexes,13,Civil partnership widowed,0,NA
2018,Both Sexes,13,Civil partnership dissolved,0,NA
2018,Both Sexes,13,Marital status not stated,0,NA
2018,Both Sexes,14,All marital statuses,74,NA
2018,Both Sexes,14,Single,74,NA
2018,Both Sexes,14,Married,0,NA
2018,Both Sexes,14,Widowed,0,NA
2018,Both Sexes,14,Divorced,0,NA
2018,Both Sexes,14,Civil partnership,0,NA
2018,Both Sexes,14,Civil partnership widowed,0,NA
2018,Both Sexes,14,Civil partnership dissolved,0,NA
2018,Both Sexes,14,Marital status not stated,0,NA
2018,Both Sexes,15,All marital statuses,108,NA
2018,Both Sexes,15,Single,108,NA
2018,Both Sexes,15,Married,0,NA
2018,Both Sexes,15,Widowed,0,NA
2018,Both Sexes,15,Divorced,0,NA
2018,Both Sexes,15,Civil partnership,0,NA
2018,Both Sexes,15,Civil partnership widowed,0,NA
2018,Both Sexes,15,Civil partnership dissolved,0,NA
2018,Both Sexes,15,Marital status not stated,0,NA
2018,Both Sexes,16,All marital statuses,111,NA
2018,Both Sexes,16,Single,109,NA
2018,Both Sexes,16,Married,0,NA
2018,Both Sexes,16,Widowed,0,NA
2018,Both Sexes,16,Divorced,0,NA
2018,Both Sexes,16,Civil partnership,0,NA
2018,Both Sexes,16,Civil partnership widowed,0,NA
2018,Both Sexes,16,Civil partnership dissolved,0,NA
2018,Both Sexes,16,Marital status not stated,2,NA
2018,Both Sexes,17,All marital statuses,155,NA
2018,Both Sexes,17,Single,147,NA
2018,Both Sexes,17,Married,0,NA
2018,Both Sexes,17,Widowed,0,NA
2018,Both Sexes,17,Divorced,0,NA
2018,Both Sexes,17,Civil partnership,0,NA
2018,Both Sexes,17,Civil partnership widowed,0,NA
2018,Both Sexes,17,Civil partnership dissolved,0,NA
2018,Both Sexes,17,Marital status not stated,8,NA
2018,Both Sexes,18,All marital statuses,219,NA
2018,Both Sexes,18,Single,206,NA
2018,Both Sexes,18,Married,0,NA
2018,Both Sexes,18,Widowed,0,NA
2018,Both Sexes,18,Divorced,0,NA
2018,Both Sexes,18,Civil partnership,0,NA
2018,Both Sexes,18,Civil partnership widowed,0,NA
2018,Both Sexes,18,Civil partnership dissolved,0,NA
2018,Both Sexes,18,Marital status not stated,13,NA
2018,Both Sexes,19,All marital statuses,238,NA
2018,Both Sexes,19,Single,224,NA
2018,Both Sexes,19,Married,2,NA
2018,Both Sexes,19,Widowed,0,NA
2018,Both Sexes,19,Divorced,0,NA
2018,Both Sexes,19,Civil partnership,0,NA
2018,Both Sexes,19,Civil partnership widowed,0,NA
2018,Both Sexes,19,Civil partnership dissolved,0,NA
2018,Both Sexes,19,Marital status not stated,12,NA
2018,Both Sexes,20,All marital statuses,250,NA
2018,Both Sexes,20,Single,227,NA
2018,Both Sexes,20,Married,1,NA
2018,Both Sexes,20,Widowed,0,NA
2018,Both Sexes,20,Divorced,0,NA
2018,Both Sexes,20,Civil partnership,0,NA
2018,Both Sexes,20,Civil partnership widowed,0,NA
2018,Both Sexes,20,Civil partnership dissolved,0,NA
2018,Both Sexes,20,Marital status not stated,22,NA
2018,Both Sexes,21,All marital statuses,277,NA
2018,Both Sexes,21,Single,258,NA
2018,Both Sexes,21,Married,4,NA
2018,Both Sexes,21,Widowed,0,NA
2018,Both Sexes,21,Divorced,0,NA
2018,Both Sexes,21,Civil partnership,0,NA
2018,Both Sexes,21,Civil partnership widowed,0,NA
2018,Both Sexes,21,Civil partnership dissolved,0,NA
2018,Both Sexes,21,Marital status not stated,15,NA
2018,Both Sexes,22,All marital statuses,274,NA
2018,Both Sexes,22,Single,253,NA
2018,Both Sexes,22,Married,4,NA
2018,Both Sexes,22,Widowed,0,NA
2018,Both Sexes,22,Divorced,1,NA
2018,Both Sexes,22,Civil partnership,0,NA
2018,Both Sexes,22,Civil partnership widowed,0,NA
2018,Both Sexes,22,Civil partnership dissolved,0,NA
2018,Both Sexes,22,Marital status not stated,16,NA
2018,Both Sexes,23,All marital statuses,261,NA
2018,Both Sexes,23,Single,239,NA
2018,Both Sexes,23,Married,9,NA
2018,Both Sexes,23,Widowed,0,NA
2018,Both Sexes,23,Divorced,1,NA
2018,Both Sexes,23,Civil partnership,0,NA
2018,Both Sexes,23,Civil partnership widowed,0,NA
2018,Both Sexes,23,Civil partnership dissolved,0,NA
2018,Both Sexes,23,Marital status not stated,12,NA
2018,Both Sexes,24,All marital statuses,297,NA
2018,Both Sexes,24,Single,261,NA
2018,Both Sexes,24,Married,15,NA
2018,Both Sexes,24,Widowed,0,NA
2018,Both Sexes,24,Divorced,0,NA
2018,Both Sexes,24,Civil partnership,0,NA
2018,Both Sexes,24,Civil partnership widowed,0,NA
2018,Both Sexes,24,Civil partnership dissolved,0,NA
2018,Both Sexes,24,Marital status not stated,21,NA
2018,Both Sexes,25,All marital statuses,327,NA
2018,Both Sexes,25,Single,285,NA
2018,Both Sexes,25,Married,23,NA
2018,Both Sexes,25,Widowed,0,NA
2018,Both Sexes,25,Divorced,0,NA
2018,Both Sexes,25,Civil partnership,0,NA
2018,Both Sexes,25,Civil partnership widowed,0,NA
2018,Both Sexes,25,Civil partnership dissolved,0,NA
2018,Both Sexes,25,Marital status not stated,19,NA
2018,Both Sexes,26,All marital statuses,332,NA
2018,Both Sexes,26,Single,285,NA
2018,Both Sexes,26,Married,26,NA
2018,Both Sexes,26,Widowed,0,NA
2018,Both Sexes,26,Divorced,0,NA
2018,Both Sexes,26,Civil partnership,0,NA
2018,Both Sexes,26,Civil partnership widowed,0,NA
2018,Both Sexes,26,Civil partnership dissolved,0,NA
2018,Both Sexes,26,Marital status not stated,21,NA
2018,Both Sexes,27,All marital statuses,355,NA
2018,Both Sexes,27,Single,277,NA
2018,Both Sexes,27,Married,45,NA
2018,Both Sexes,27,Widowed,0,NA
2018,Both Sexes,27,Divorced,3,NA
2018,Both Sexes,27,Civil partnership,0,NA
2018,Both Sexes,27,Civil partnership widowed,0,NA
2018,Both Sexes,27,Civil partnership dissolved,0,NA
2018,Both Sexes,27,Marital status not stated,30,NA
2018,Both Sexes,28,All marital statuses,402,NA
2018,Both Sexes,28,Single,339,NA
2018,Both Sexes,28,Married,35,NA
2018,Both Sexes,28,Widowed,1,NA
2018,Both Sexes,28,Divorced,2,NA
2018,Both Sexes,28,Civil partnership,0,NA
2018,Both Sexes,28,Civil partnership widowed,0,NA
2018,Both Sexes,28,Civil partnership dissolved,0,NA
2018,Both Sexes,28,Marital status not stated,25,NA
2018,Both Sexes,29,All marital statuses,407,NA
2018,Both Sexes,29,Single,303,NA
2018,Both Sexes,29,Married,65,NA
2018,Both Sexes,29,Widowed,0,NA
2018,Both Sexes,29,Divorced,6,NA
2018,Both Sexes,29,Civil partnership,1,NA
2018,Both Sexes,29,Civil partnership widowed,0,NA
2018,Both Sexes,29,Civil partnership dissolved,0,NA
2018,Both Sexes,29,Marital status not stated,32,NA
2018,Both Sexes,30,All marital statuses,451,NA
2018,Both Sexes,30,Single,343,NA
2018,Both Sexes,30,Married,75,NA
2018,Both Sexes,30,Widowed,0,NA
2018,Both Sexes,30,Divorced,9,NA
2018,Both Sexes,30,Civil partnership,0,NA
2018,Both Sexes,30,Civil partnership widowed,0,NA
2018,Both Sexes,30,Civil partnership dissolved,0,NA
2018,Both Sexes,30,Marital status not stated,24,NA
2018,Both Sexes,31,All marital statuses,478,NA
2018,Both Sexes,31,Single,342,NA
2018,Both Sexes,31,Married,98,NA
2018,Both Sexes,31,Widowed,0,NA
2018,Both Sexes,31,Divorced,9,NA
2018,Both Sexes,31,Civil partnership,1,NA
2018,Both Sexes,31,Civil partnership widowed,0,NA
2018,Both Sexes,31,Civil partnership dissolved,1,NA
2018,Both Sexes,31,Marital status not stated,27,NA
2018,Both Sexes,32,All marital statuses,472,NA
2018,Both Sexes,32,Single,322,NA
2018,Both Sexes,32,Married,110,NA
2018,Both Sexes,32,Widowed,2,NA
2018,Both Sexes,32,Divorced,14,NA
2018,Both Sexes,32,Civil partnership,0,NA
2018,Both Sexes,32,Civil partnership widowed,0,NA
2018,Both Sexes,32,Civil partnership dissolved,0,NA
2018,Both Sexes,32,Marital status not stated,24,NA
2018,Both Sexes,33,All marital statuses,540,NA
2018,Both Sexes,33,Single,363,NA
2018,Both Sexes,33,Married,129,NA
2018,Both Sexes,33,Widowed,0,NA
2018,Both Sexes,33,Divorced,20,NA
2018,Both Sexes,33,Civil partnership,0,NA
2018,Both Sexes,33,Civil partnership widowed,2,NA
2018,Both Sexes,33,Civil partnership dissolved,0,NA
2018,Both Sexes,33,Marital status not stated,26,NA
2018,Both Sexes,34,All marital statuses,593,NA
2018,Both Sexes,34,Single,376,NA
2018,Both Sexes,34,Married,162,NA
2018,Both Sexes,34,Widowed,2,NA
2018,Both Sexes,34,Divorced,22,NA
2018,Both Sexes,34,Civil partnership,0,NA
2018,Both Sexes,34,Civil partnership widowed,1,NA
2018,Both Sexes,34,Civil partnership dissolved,0,NA
2018,Both Sexes,34,Marital status not stated,30,NA
2018,Both Sexes,35,All marital statuses,624,NA
2018,Both Sexes,35,Single,398,NA
2018,Both Sexes,35,Married,169,NA
2018,Both Sexes,35,Widowed,0,NA
2018,Both Sexes,35,Divorced,21,NA
2018,Both Sexes,35,Civil partnership,0,NA
2018,Both Sexes,35,Civil partnership widowed,0,NA
2018,Both Sexes,35,Civil partnership dissolved,0,NA
2018,Both Sexes,35,Marital status not stated,36,NA
2018,Both Sexes,36,All marital statuses,643,NA
2018,Both Sexes,36,Single,398,NA
2018,Both Sexes,36,Married,174,NA
2018,Both Sexes,36,Widowed,1,NA
2018,Both Sexes,36,Divorced,36,NA
2018,Both Sexes,36,Civil partnership,0,NA
2018,Both Sexes,36,Civil partnership widowed,0,NA
2018,Both Sexes,36,Civil partnership dissolved,0,NA
2018,Both Sexes,36,Marital status not stated,34,NA
2018,Both Sexes,37,All marital statuses,782,NA
2018,Both Sexes,37,Single,458,NA
2018,Both Sexes,37,Married,240,NA
2018,Both Sexes,37,Widowed,1,NA
2018,Both Sexes,37,Divorced,44,NA
2018,Both Sexes,37,Civil partnership,1,NA
2018,Both Sexes,37,Civil partnership widowed,0,NA
2018,Both Sexes,37,Civil partnership dissolved,2,NA
2018,Both Sexes,37,Marital status not stated,36,NA
2018,Both Sexes,38,All marital statuses,765,NA
2018,Both Sexes,38,Single,415,NA
2018,Both Sexes,38,Married,259,NA
2018,Both Sexes,38,Widowed,1,NA
2018,Both Sexes,38,Divorced,56,NA
2018,Both Sexes,38,Civil partnership,3,NA
2018,Both Sexes,38,Civil partnership widowed,0,NA
2018,Both Sexes,38,Civil partnership dissolved,0,NA
2018,Both Sexes,38,Marital status not stated,31,NA
2018,Both Sexes,39,All marital statuses,793,NA
2018,Both Sexes,39,Single,443,NA
2018,Both Sexes,39,Married,252,NA
2018,Both Sexes,39,Widowed,6,NA
2018,Both Sexes,39,Divorced,55,NA
2018,Both Sexes,39,Civil partnership,1,NA
2018,Both Sexes,39,Civil partnership widowed,0,NA
2018,Both Sexes,39,Civil partnership dissolved,0,NA
2018,Both Sexes,39,Marital status not stated,36,NA
2018,Both Sexes,40,All marital statuses,788,NA
2018,Both Sexes,40,Single,459,NA
2018,Both Sexes,40,Married,244,NA
2018,Both Sexes,40,Widowed,3,NA
2018,Both Sexes,40,Divorced,58,NA
2018,Both Sexes,40,Civil partnership,1,NA
2018,Both Sexes,40,Civil partnership widowed,0,NA
2018,Both Sexes,40,Civil partnership dissolved,0,NA
2018,Both Sexes,40,Marital status not stated,23,NA
2018,Both Sexes,41,All marital statuses,850,NA
2018,Both Sexes,41,Single,455,NA
2018,Both Sexes,41,Married,282,NA
2018,Both Sexes,41,Widowed,3,NA
2018,Both Sexes,41,Divorced,76,NA
2018,Both Sexes,41,Civil partnership,2,NA
2018,Both Sexes,41,Civil partnership widowed,0,NA
2018,Both Sexes,41,Civil partnership dissolved,0,NA
2018,Both Sexes,41,Marital status not stated,32,NA
2018,Both Sexes,42,All marital statuses,1009,NA
2018,Both Sexes,42,Single,536,NA
2018,Both Sexes,42,Married,318,NA
2018,Both Sexes,42,Widowed,7,NA
2018,Both Sexes,42,Divorced,101,NA
2018,Both Sexes,42,Civil partnership,1,NA
2018,Both Sexes,42,Civil partnership widowed,0,NA
2018,Both Sexes,42,Civil partnership dissolved,1,NA
2018,Both Sexes,42,Marital status not stated,45,NA
2018,Both Sexes,43,All marital statuses,1135,NA
2018,Both Sexes,43,Single,583,NA
2018,Both Sexes,43,Married,373,NA
2018,Both Sexes,43,Widowed,4,NA
2018,Both Sexes,43,Divorced,125,NA
2018,Both Sexes,43,Civil partnership,1,NA
2018,Both Sexes,43,Civil partnership widowed,0,NA
2018,Both Sexes,43,Civil partnership dissolved,0,NA
2018,Both Sexes,43,Marital status not stated,49,NA
2018,Both Sexes,44,All marital statuses,1238,NA
2018,Both Sexes,44,Single,581,NA
2018,Both Sexes,44,Married,468,NA
2018,Both Sexes,44,Widowed,9,NA
2018,Both Sexes,44,Divorced,132,NA
2018,Both Sexes,44,Civil partnership,2,NA
2018,Both Sexes,44,Civil partnership widowed,0,NA
2018,Both Sexes,44,Civil partnership dissolved,0,NA
2018,Both Sexes,44,Marital status not stated,46,NA
2018,Both Sexes,45,All marital statuses,1418,NA
2018,Both Sexes,45,Single,709,NA
2018,Both Sexes,45,Married,465,NA
2018,Both Sexes,45,Widowed,4,NA
2018,Both Sexes,45,Divorced,192,NA
2018,Both Sexes,45,Civil partnership,3,NA
2018,Both Sexes,45,Civil partnership widowed,0,NA
2018,Both Sexes,45,Civil partnership dissolved,0,NA
2018,Both Sexes,45,Marital status not stated,45,NA
2018,Both Sexes,46,All marital statuses,1599,NA
2018,Both Sexes,46,Single,713,NA
2018,Both Sexes,46,Married,589,NA
2018,Both Sexes,46,Widowed,18,NA
2018,Both Sexes,46,Divorced,220,NA
2018,Both Sexes,46,Civil partnership,6,NA
2018,Both Sexes,46,Civil partnership widowed,0,NA
2018,Both Sexes,46,Civil partnership dissolved,2,NA
2018,Both Sexes,46,Marital status not stated,51,NA
2018,Both Sexes,47,All marital statuses,1744,NA
2018,Both Sexes,47,Single,728,NA
2018,Both Sexes,47,Married,649,NA
2018,Both Sexes,47,Widowed,24,NA
2018,Both Sexes,47,Divorced,268,NA
2018,Both Sexes,47,Civil partnership,5,NA
2018,Both Sexes,47,Civil partnership widowed,0,NA
2018,Both Sexes,47,Civil partnership dissolved,1,NA
2018,Both Sexes,47,Marital status not stated,69,NA
2018,Both Sexes,48,All marital statuses,1878,NA
2018,Both Sexes,48,Single,755,NA
2018,Both Sexes,48,Married,707,NA
2018,Both Sexes,48,Widowed,26,NA
2018,Both Sexes,48,Divorced,317,NA
2018,Both Sexes,48,Civil partnership,3,NA
2018,Both Sexes,48,Civil partnership widowed,1,NA
2018,Both Sexes,48,Civil partnership dissolved,1,NA
2018,Both Sexes,48,Marital status not stated,68,NA
2018,Both Sexes,49,All marital statuses,2066,NA
2018,Both Sexes,49,Single,832,NA
2018,Both Sexes,49,Married,749,NA
2018,Both Sexes,49,Widowed,25,NA
2018,Both Sexes,49,Divorced,393,NA
2018,Both Sexes,49,Civil partnership,7,NA
2018,Both Sexes,49,Civil partnership widowed,2,NA
2018,Both Sexes,49,Civil partnership dissolved,0,NA
2018,Both Sexes,49,Marital status not stated,58,NA
2018,Both Sexes,50,All marital statuses,2170,NA
2018,Both Sexes,50,Single,838,NA
2018,Both Sexes,50,Married,839,NA
2018,Both Sexes,50,Widowed,35,NA
2018,Both Sexes,50,Divorced,387,NA
2018,Both Sexes,50,Civil partnership,5,NA
2018,Both Sexes,50,Civil partnership widowed,0,NA
2018,Both Sexes,50,Civil partnership dissolved,0,NA
2018,Both Sexes,50,Marital status not stated,66,NA
2018,Both Sexes,51,All marital statuses,2410,NA
2018,Both Sexes,51,Single,875,NA
2018,Both Sexes,51,Married,936,NA
2018,Both Sexes,51,Widowed,41,NA
2018,Both Sexes,51,Divorced,483,NA
2018,Both Sexes,51,Civil partnership,4,NA
2018,Both Sexes,51,Civil partnership widowed,1,NA
2018,Both Sexes,51,Civil partnership dissolved,1,NA
2018,Both Sexes,51,Marital status not stated,69,NA
2018,Both Sexes,52,All marital statuses,2606,NA
2018,Both Sexes,52,Single,905,NA
2018,Both Sexes,52,Married,1015,NA
2018,Both Sexes,52,Widowed,54,NA
2018,Both Sexes,52,Divorced,567,NA
2018,Both Sexes,52,Civil partnership,4,NA
2018,Both Sexes,52,Civil partnership widowed,0,NA
2018,Both Sexes,52,Civil partnership dissolved,0,NA
2018,Both Sexes,52,Marital status not stated,61,NA
2018,Both Sexes,53,All marital statuses,2850,NA
2018,Both Sexes,53,Single,884,NA
2018,Both Sexes,53,Married,1223,NA
2018,Both Sexes,53,Widowed,68,NA
2018,Both Sexes,53,Divorced,585,NA
2018,Both Sexes,53,Civil partnership,10,NA
2018,Both Sexes,53,Civil partnership widowed,1,NA
2018,Both Sexes,53,Civil partnership dissolved,0,NA
2018,Both Sexes,53,Marital status not stated,79,NA
2018,Both Sexes,54,All marital statuses,2928,NA
2018,Both Sexes,54,Single,872,NA
2018,Both Sexes,54,Married,1276,NA
2018,Both Sexes,54,Widowed,66,NA
2018,Both Sexes,54,Divorced,642,NA
2018,Both Sexes,54,Civil partnership,7,NA
2018,Both Sexes,54,Civil partnership widowed,0,NA
2018,Both Sexes,54,Civil partnership dissolved,0,NA
2018,Both Sexes,54,Marital status not stated,65,NA
2018,Both Sexes,55,All marital statuses,3200,NA
2018,Both Sexes,55,Single,942,NA
2018,Both Sexes,55,Married,1411,NA
2018,Both Sexes,55,Widowed,87,NA
2018,Both Sexes,55,Divorced,684,NA
2018,Both Sexes,55,Civil partnership,9,NA
2018,Both Sexes,55,Civil partnership widowed,0,NA
2018,Both Sexes,55,Civil partnership dissolved,1,NA
2018,Both Sexes,55,Marital status not stated,66,NA
2018,Both Sexes,56,All marital statuses,3385,NA
2018,Both Sexes,56,Single,928,NA
2018,Both Sexes,56,Married,1488,NA
2018,Both Sexes,56,Widowed,134,NA
2018,Both Sexes,56,Divorced,768,NA
2018,Both Sexes,56,Civil partnership,5,NA
2018,Both Sexes,56,Civil partnership widowed,1,NA
2018,Both Sexes,56,Civil partnership dissolved,1,NA
2018,Both Sexes,56,Marital status not stated,60,NA
2018,Both Sexes,57,All marital statuses,3711,NA
2018,Both Sexes,57,Single,962,NA
2018,Both Sexes,57,Married,1686,NA
2018,Both Sexes,57,Widowed,141,NA
2018,Both Sexes,57,Divorced,857,NA
2018,Both Sexes,57,Civil partnership,8,NA
2018,Both Sexes,57,Civil partnership widowed,1,NA
2018,Both Sexes,57,Civil partnership dissolved,0,NA
2018,Both Sexes,57,Marital status not stated,56,NA
2018,Both Sexes,58,All marital statuses,3908,NA
2018,Both Sexes,58,Single,916,NA
2018,Both Sexes,58,Married,1816,NA
2018,Both Sexes,58,Widowed,157,NA
2018,Both Sexes,58,Divorced,933,NA
2018,Both Sexes,58,Civil partnership,7,NA
2018,Both Sexes,58,Civil partnership widowed,4,NA
2018,Both Sexes,58,Civil partnership dissolved,1,NA
2018,Both Sexes,58,Marital status not stated,74,NA
2018,Both Sexes,59,All marital statuses,3976,NA
2018,Both Sexes,59,Single,913,NA
2018,Both Sexes,59,Married,1926,NA
2018,Both Sexes,59,Widowed,170,NA
2018,Both Sexes,59,Divorced,878,NA
2018,Both Sexes,59,Civil partnership,11,NA
2018,Both Sexes,59,Civil partnership widowed,0,NA
2018,Both Sexes,59,Civil partnership dissolved,1,NA
2018,Both Sexes,59,Marital status not stated,77,NA
2018,Both Sexes,60,All marital statuses,4283,NA
2018,Both Sexes,60,Single,855,NA
2018,Both Sexes,60,Married,2125,NA
2018,Both Sexes,60,Widowed,223,NA
2018,Both Sexes,60,Divorced,1013,NA
2018,Both Sexes,60,Civil partnership,7,NA
2018,Both Sexes,60,Civil partnership widowed,1,NA
2018,Both Sexes,60,Civil partnership dissolved,0,NA
2018,Both Sexes,60,Marital status not stated,59,NA
2018,Both Sexes,61,All marital statuses,4541,NA
2018,Both Sexes,61,Single,878,NA
2018,Both Sexes,61,Married,2290,NA
2018,Both Sexes,61,Widowed,279,NA
2018,Both Sexes,61,Divorced,1022,NA
2018,Both Sexes,61,Civil partnership,6,NA
2018,Both Sexes,61,Civil partnership widowed,1,NA
2018,Both Sexes,61,Civil partnership dissolved,0,NA
2018,Both Sexes,61,Marital status not stated,65,NA
2018,Both Sexes,62,All marital statuses,4835,NA
2018,Both Sexes,62,Single,867,NA
2018,Both Sexes,62,Married,2491,NA
2018,Both Sexes,62,Widowed,293,NA
2018,Both Sexes,62,Divorced,1112,NA
2018,Both Sexes,62,Civil partnership,8,NA
2018,Both Sexes,62,Civil partnership widowed,0,NA
2018,Both Sexes,62,Civil partnership dissolved,0,NA
2018,Both Sexes,62,Marital status not stated,64,NA
2018,Both Sexes,63,All marital statuses,5196,NA
2018,Both Sexes,63,Single,850,NA
2018,Both Sexes,63,Married,2653,NA
2018,Both Sexes,63,Widowed,407,NA
2018,Both Sexes,63,Divorced,1191,NA
2018,Both Sexes,63,Civil partnership,13,NA
2018,Both Sexes,63,Civil partnership widowed,2,NA
2018,Both Sexes,63,Civil partnership dissolved,1,NA
2018,Both Sexes,63,Marital status not stated,79,NA
2018,Both Sexes,64,All marital statuses,5450,NA
2018,Both Sexes,64,Single,864,NA
2018,Both Sexes,64,Married,2855,NA
2018,Both Sexes,64,Widowed,444,NA
2018,Both Sexes,64,Divorced,1181,NA
2018,Both Sexes,64,Civil partnership,13,NA
2018,Both Sexes,64,Civil partnership widowed,1,NA
2018,Both Sexes,64,Civil partnership dissolved,1,NA
2018,Both Sexes,64,Marital status not stated,91,NA
2018,Both Sexes,65,All marital statuses,6038,NA
2018,Both Sexes,65,Single,932,NA
2018,Both Sexes,65,Married,3111,NA
2018,Both Sexes,65,Widowed,560,NA
2018,Both Sexes,65,Divorced,1340,NA
2018,Both Sexes,65,Civil partnership,6,NA
2018,Both Sexes,65,Civil partnership widowed,0,NA
2018,Both Sexes,65,Civil partnership dissolved,0,NA
2018,Both Sexes,65,Marital status not stated,89,NA
2018,Both Sexes,66,All marital statuses,6395,NA
2018,Both Sexes,66,Single,915,NA
2018,Both Sexes,66,Married,3400,NA
2018,Both Sexes,66,Widowed,619,NA
2018,Both Sexes,66,Divorced,1352,NA
2018,Both Sexes,66,Civil partnership,11,NA
2018,Both Sexes,66,Civil partnership widowed,1,NA
2018,Both Sexes,66,Civil partnership dissolved,0,NA
2018,Both Sexes,66,Marital status not stated,97,NA
2018,Both Sexes,67,All marital statuses,6835,NA
2018,Both Sexes,67,Single,866,NA
2018,Both Sexes,67,Married,3626,NA
2018,Both Sexes,67,Widowed,706,NA
2018,Both Sexes,67,Divorced,1534,NA
2018,Both Sexes,67,Civil partnership,15,NA
2018,Both Sexes,67,Civil partnership widowed,2,NA
2018,Both Sexes,67,Civil partnership dissolved,1,NA
2018,Both Sexes,67,Marital status not stated,85,NA
2018,Both Sexes,68,All marital statuses,7840,NA
2018,Both Sexes,68,Single,971,NA
2018,Both Sexes,68,Married,4275,NA
2018,Both Sexes,68,Widowed,911,NA
2018,Both Sexes,68,Divorced,1568,NA
2018,Both Sexes,68,Civil partnership,20,NA
2018,Both Sexes,68,Civil partnership widowed,2,NA
2018,Both Sexes,68,Civil partnership dissolved,0,NA
2018,Both Sexes,68,Marital status not stated,93,NA
2018,Both Sexes,69,All marital statuses,8740,NA
2018,Both Sexes,69,Single,1058,NA
2018,Both Sexes,69,Married,4716,NA
2018,Both Sexes,69,Widowed,1103,NA
2018,Both Sexes,69,Divorced,1722,NA
2018,Both Sexes,69,Civil partnership,14,NA
2018,Both Sexes,69,Civil partnership widowed,2,NA
2018,Both Sexes,69,Civil partnership dissolved,2,NA
2018,Both Sexes,69,Marital status not stated,123,NA
2018,Both Sexes,70,All marital statuses,10085,NA
2018,Both Sexes,70,Single,1113,NA
2018,Both Sexes,70,Married,5472,NA
2018,Both Sexes,70,Widowed,1421,NA
2018,Both Sexes,70,Divorced,1937,NA
2018,Both Sexes,70,Civil partnership,24,NA
2018,Both Sexes,70,Civil partnership widowed,1,NA
2018,Both Sexes,70,Civil partnership dissolved,0,NA
2018,Both Sexes,70,Marital status not stated,117,NA
2018,Both Sexes,71,All marital statuses,11260,NA
2018,Both Sexes,71,Single,1157,NA
2018,Both Sexes,71,Married,6152,NA
2018,Both Sexes,71,Widowed,1761,NA
2018,Both Sexes,71,Divorced,2039,NA
2018,Both Sexes,71,Civil partnership,17,NA
2018,Both Sexes,71,Civil partnership widowed,4,NA
2018,Both Sexes,71,Civil partnership dissolved,0,NA
2018,Both Sexes,71,Marital status not stated,130,NA
2018,Both Sexes,72,All marital statuses,10066,NA
2018,Both Sexes,72,Single,858,NA
2018,Both Sexes,72,Married,5561,NA
2018,Both Sexes,72,Widowed,1745,NA
2018,Both Sexes,72,Divorced,1792,NA
2018,Both Sexes,72,Civil partnership,11,NA
2018,Both Sexes,72,Civil partnership widowed,4,NA
2018,Both Sexes,72,Civil partnership dissolved,0,NA
2018,Both Sexes,72,Marital status not stated,95,NA
2018,Both Sexes,73,All marital statuses,10918,NA
2018,Both Sexes,73,Single,940,NA
2018,Both Sexes,73,Married,5994,NA
2018,Both Sexes,73,Widowed,2027,NA
2018,Both Sexes,73,Divorced,1826,NA
2018,Both Sexes,73,Civil partnership,17,NA
2018,Both Sexes,73,Civil partnership widowed,1,NA
2018,Both Sexes,73,Civil partnership dissolved,0,NA
2018,Both Sexes,73,Marital status not stated,113,NA
2018,Both Sexes,74,All marital statuses,11851,NA
2018,Both Sexes,74,Single,1008,NA
2018,Both Sexes,74,Married,6392,NA
2018,Both Sexes,74,Widowed,2481,NA
2018,Both Sexes,74,Divorced,1872,NA
2018,Both Sexes,74,Civil partnership,7,NA
2018,Both Sexes,74,Civil partnership widowed,5,NA
2018,Both Sexes,74,Civil partnership dissolved,1,NA
2018,Both Sexes,74,Marital status not stated,85,NA
2018,Both Sexes,75,All marital statuses,12207,NA
2018,Both Sexes,75,Single,1005,NA
2018,Both Sexes,75,Married,6401,NA
2018,Both Sexes,75,Widowed,2830,NA
2018,Both Sexes,75,Divorced,1836,NA
2018,Both Sexes,75,Civil partnership,15,NA
2018,Both Sexes,75,Civil partnership widowed,4,NA
2018,Both Sexes,75,Civil partnership dissolved,0,NA
2018,Both Sexes,75,Marital status not stated,116,NA
2018,Both Sexes,76,All marital statuses,11937,NA
2018,Both Sexes,76,Single,869,NA
2018,Both Sexes,76,Married,6315,NA
2018,Both Sexes,76,Widowed,2855,NA
2018,Both Sexes,76,Divorced,1768,NA
2018,Both Sexes,76,Civil partnership,15,NA
2018,Both Sexes,76,Civil partnership widowed,4,NA
2018,Both Sexes,76,Civil partnership dissolved,0,NA
2018,Both Sexes,76,Marital status not stated,111,NA
2018,Both Sexes,77,All marital statuses,12411,NA
2018,Both Sexes,77,Single,900,NA
2018,Both Sexes,77,Married,6439,NA
2018,Both Sexes,77,Widowed,3297,NA
2018,Both Sexes,77,Divorced,1639,NA
2018,Both Sexes,77,Civil partnership,11,NA
2018,Both Sexes,77,Civil partnership widowed,0,NA
2018,Both Sexes,77,Civil partnership dissolved,0,NA
