year,sex,age,marital_status,deaths,age_band
2022,Male,84,Civil partnership,15,NA
2022,Male,84,Civil partnership widowed,5,NA
2022,Male,84,Civil partnership dissolved,0,NA
2022,Male,84,Marital status not stated,84,NA
2022,Male,85,All marital statuses,10144,NA
2022,Male,85,Single,674,NA
2022,Male,85,Married,5466,NA
2022,Male,85,Widowed,3058,NA
2022,Male,85,Divorced,865,NA
2022,Male,85,Civil partnership,14,NA
2022,Male,85,Civil partnership widowed,3,NA
2022,Male,85,Civil partnership dissolved,1,NA
2022,Male,85,Marital status not stated,63,NA
2022,Male,86,All marital statuses,10136,NA
2022,Male,86,Single,568,NA
2022,Male,86,Married,5514,NA
2022,Male,86,Widowed,3199,NA
2022,Male,86,Divorced,770,NA
2022,Male,86,Civil partnership,14,NA
2022,Male,86,Civil partnership widowed,5,NA
2022,Male,86,Civil partnership dissolved,0,NA
2022,Male,86,Marital status not stated,66,NA
2022,Male,87,All marital statuses,10010,NA
2022,Male,87,Single,564,NA
2022,Male,87,Married,5244,NA
2022,Male,87,Widowed,3494,NA
2022,Male,87,Divorced,648,NA
2022,Male,87,Civil partnership,11,NA
2022,Male,87,Civil partnership widowed,5,NA
2022,Male,87,Civil partnership dissolved,0,NA
2022,Male,87,Marital status not stated,44,NA
2022,Male,88,All marital statuses,9304,NA
2022,Male,88,Single,530,NA
2022,Male,88,Married,4653,NA
2022,Male,88,Widowed,3427,NA
2022,Male,88,Divorced,620,NA
2022,Male,88,Civil partnership,10,NA
2022,Male,88,Civil partnership widowed,7,NA
2022,Male,88,Civil partnership dissolved,0,NA
2022,Male,88,Marital status not stated,57,NA
2022,Male,89,All marital statuses,8938,NA
2022,Male,89,Single,446,NA
2022,Male,89,Married,4342,NA
2022,Male,89,Widowed,3592,NA
2022,Male,89,Divorced,486,NA
2022,Male,89,Civil partnership,21,NA
2022,Male,89,Civil partnership widowed,3,NA
2022,Male,89,Civil partnership dissolved,0,NA
2022,Male,89,Marital status not stated,48,NA
2022,Male,90,All marital statuses,8596,NA
2022,Male,90,Single,420,NA
2022,Male,90,Married,3942,NA
2022,Male,90,Widowed,3706,NA
2022,Male,90,Divorced,480,NA
2022,Male,90,Civil partnership,12,NA
2022,Male,90,Civil partnership widowed,3,NA
2022,Male,90,Civil partnership dissolved,0,NA
2022,Male,90,Marital status not stated,33,NA
2022,Male,91,All marital statuses,7777,NA
2022,Male,91,Single,383,NA
2022,Male,91,Married,3285,NA
2022,Male,91,Widowed,3682,NA
2022,Male,91,Divorced,379,NA
2022,Male,91,Civil partnership,10,NA
2022,Male,91,Civil partnership widowed,5,NA
2022,Male,91,Civil partnership dissolved,0,NA
2022,Male,91,Marital status not stated,33,NA
2022,Male,92,All marital statuses,6717,NA
2022,Male,92,Single,313,NA
2022,Male,92,Married,2655,NA
2022,Male,92,Widowed,3428,NA
2022,Male,92,Divorced,286,NA
2022,Male,92,Civil partnership,4,NA
2022,Male,92,Civil partnership widowed,1,NA
2022,Male,92,Civil partnership dissolved,0,NA
2022,Male,92,Marital status not stated,30,NA
2022,Male,93,All marital statuses,5619,NA
2022,Male,93,Single,262,NA
2022,Male,93,Married,2034,NA
2022,Male,93,Widowed,3034,NA
2022,Male,93,Divorced,262,NA
2022,Male,93,Civil partnership,5,NA
2022,Male,93,Civil partnership widowed,1,NA
2022,Male,93,Civil partnership dissolved,0,NA
2022,Male,93,Marital status not stated,21,NA
2022,Male,94,All marital statuses,4509,NA
2022,Male,94,Single,197,NA
2022,Male,94,Married,1488,NA
2022,Male,94,Widowed,2644,NA
2022,Male,94,Divorced,164,NA
2022,Male,94,Civil partnership,3,NA
2022,Male,94,Civil partnership widowed,0,NA
2022,Male,94,Civil partnership dissolved,0,NA
2022,Male,94,Marital status not stated,13,NA
2022,Male,95,All marital statuses,3592,NA
2022,Male,95,Single,141,NA
2022,Male,95,Married,1109,NA
2022,Male,95,Widowed,2206,NA
2022,Male,95,Divorced,123,NA
2022,Male,95,Civil partnership,1,NA
2022,Male,95,Civil partnership widowed,0,NA
2022,Male,95,Civil partnership dissolved,0,NA
2022,Male,95,Marital status not stated,12,NA
2022,Male,96,All marital statuses,2720,NA
2022,Male,96,Single,94,NA
2022,Male,96,Married,787,NA
2022,Male,96,Widowed,1735,NA
2022,Male,96,Divorced,91,NA
2022,Male,96,Civil partnership,3,NA
2022,Male,96,Civil partnership widowed,0,NA
2022,Male,96,Civil partnership dissolved,0,NA
2022,Male,96,Marital status not stated,10,NA
2022,Male,97,All marital statuses,1987,NA
2022,Male,97,Single,84,NA
2022,Male,97,Married,477,NA
2022,Male,97,Widowed,1358,NA
2022,Male,97,Divorced,59,NA
2022,Male,97,Civil partnership,5,NA
2022,Male,97,Civil partnership widowed,0,NA
2022,Male,97,Civil partnership dissolved,0,NA
2022,Male,97,Marital status not stated,4,NA
2022,Male,98,All marital statuses,1376,NA
2022,Male,98,Single,53,NA
2022,Male,98,Married,277,NA
2022,Male,98,Widowed,986,NA
2022,Male,98,Divorced,54,NA
2022,Male,98,Civil partnership,2,NA
2022,Male,98,Civil partnership widowed,0,NA
2022,Male,98,Civil partnership dissolved,0,NA
2022,Male,98,Marital status not stated,4,NA
2022,Male,99,All marital statuses,996,NA
2022,Male,99,Single,33,NA
2022,Male,99,Married,180,NA
2022,Male,99,Widowed,749,NA
2022,Male,99,Divorced,27,NA
2022,Male,99,Civil partnership,2,NA
2022,Male,99,Civil partnership widowed,1,NA
2022,Male,99,Civil partnership dissolved,0,NA
2022,Male,99,Marital status not stated,4,NA
2022,Male,100,All marital statuses,676,NA
2022,Male,100,Single,18,NA
2022,Male,100,Married,107,NA
2022,Male,100,Widowed,533,NA
2022,Male,100,Divorced,18,NA
2022,Male,100,Civil partnership,0,NA
2022,Male,100,Civil partnership widowed,0,NA
2022,Male,100,Civil partnership dissolved,0,NA
2022,Male,100,Marital status not stated,0,NA
2022,Male,101,All marital statuses,439,NA
2022,Male,101,Single,17,NA
2022,Male,101,Married,60,NA
2022,Male,101,Widowed,349,NA
2022,Male,101,Divorced,10,NA
2022,Male,101,Civil partnership,0,NA
2022,Male,101,Civil partnership widowed,0,NA
2022,Male,101,Civil partnership dissolved,0,NA
2022,Male,101,Marital status not stated,3,NA
2022,Male,102,All marital statuses,247,NA
2022,Male,102,Single,8,NA
2022,Male,102,Married,43,NA
2022,Male,102,Widowed,190,NA
2022,Male,102,Divorced,6,NA
2022,Male,102,Civil partnership,0,NA
2022,Male,102,Civil partnership widowed,0,NA
2022,Male,102,Civil partnership dissolved,0,NA
2022,Male,102,Marital status not stated,0,NA
2022,Male,103,All marital statuses,90,NA
2022,Male,103,Single,2,NA
2022,Male,103,Married,7,NA
2022,Male,103,Widowed,78,NA
2022,Male,103,Divorced,3,NA
2022,Male,103,Civil partnership,0,NA
2022,Male,103,Civil partnership widowed,0,NA
2022,Male,103,Civil partnership dissolved,0,NA
2022,Male,103,Marital status not stated,0,NA
2022,Male,104,All marital statuses,52,NA
2022,Male,104,Single,3,NA
2022,Male,104,Married,5,NA
2022,Male,104,Widowed,43,NA
2022,Male,104,Divorced,0,NA
2022,Male,104,Civil partnership,0,NA
2022,Male,104,Civil partnership widowed,0,NA
2022,Male,104,Civil partnership dissolved,0,NA
2022,Male,104,Marital status not stated,1,NA
2022,Male,105 years and over,All marital statuses,39,NA
2022,Male,105 years and over,Single,0,NA
2022,Male,105 years and over,Married,4,NA
2022,Male,105 years and over,Widowed,34,NA
2022,Male,105 years and over,Divorced,1,NA
2022,Male,105 years and over,Civil partnership,0,NA
2022,Male,105 years and over,Civil partnership widowed,0,NA
2022,Male,105 years and over,Civil partnership dissolved,0,NA
2022,Male,105 years and over,Marital status not stated,0,NA
2022,Female,All ages,All marital statuses,285096,All Ages
2022,Female,All ages,Single,25902,All Ages
2022,Female,All ages,Married,74554,All Ages
2022,Female,All ages,Widowed,147734,All Ages
2022,Female,All ages,Divorced,34794,All Ages
2022,Female,All ages,Civil partnership,304,All Ages
2022,Female,All ages,Civil partnership widowed,49,All Ages
2022,Female,All ages,Civil partnership dissolved,13,All Ages
2022,Female,All ages,Marital status not stated,1746,All Ages
2022,Female,0,All marital statuses,1027,NA
2022,Female,0,Single,1027,NA
2022,Female,0,Married,0,NA
2022,Female,0,Widowed,0,NA
2022,Female,0,Divorced,0,NA
2022,Female,0,Civil partnership,0,NA
2022,Female,0,Civil partnership widowed,0,NA
2022,Female,0,Civil partnership dissolved,0,NA
2022,Female,0,Marital status not stated,0,NA
2022,Female,1,All marital statuses,77,NA
2022,Female,1,Single,77,NA
2022,Female,1,Married,0,NA
2022,Female,1,Widowed,0,NA
2022,Female,1,Divorced,0,NA
2022,Female,1,Civil partnership,0,NA
2022,Female,1,Civil partnership widowed,0,NA
2022,Female,1,Civil partnership dissolved,0,NA
2022,Female,1,Marital status not stated,0,NA
2022,Female,2,All marital statuses,41,NA
2022,Female,2,Single,41,NA
2022,Female,2,Married,0,NA
2022,Female,2,Widowed,0,NA
2022,Female,2,Divorced,0,NA
2022,Female,2,Civil partnership,0,NA
2022,Female,2,Civil partnership widowed,0,NA
2022,Female,2,Civil partnership dissolved,0,NA
2022,Female,2,Marital status not stated,0,NA
2022,Female,3,All marital statuses,29,NA
2022,Female,3,Single,29,NA
2022,Female,3,Married,0,NA
2022,Female,3,Widowed,0,NA
2022,Female,3,Divorced,0,NA
2022,Female,3,Civil partnership,0,NA
2022,Female,3,Civil partnership widowed,0,NA
2022,Female,3,Civil partnership dissolved,0,NA
2022,Female,3,Marital status not stated,0,NA
2022,Female,4,All marital statuses,25,NA
2022,Female,4,Single,25,NA
2022,Female,4,Married,0,NA
2022,Female,4,Widowed,0,NA
2022,Female,4,Divorced,0,NA
2022,Female,4,Civil partnership,0,NA
2022,Female,4,Civil partnership widowed,0,NA
2022,Female,4,Civil partnership dissolved,0,NA
2022,Female,4,Marital status not stated,0,NA
2022,Female,5,All marital statuses,35,NA
2022,Female,5,Single,35,NA
2022,Female,5,Married,0,NA
2022,Female,5,Widowed,0,NA
2022,Female,5,Divorced,0,NA
2022,Female,5,Civil partnership,0,NA
2022,Female,5,Civil partnership widowed,0,NA
2022,Female,5,Civil partnership dissolved,0,NA
2022,Female,5,Marital status not stated,0,NA
2022,Female,6,All marital statuses,23,NA
2022,Female,6,Single,23,NA
2022,Female,6,Married,0,NA
2022,Female,6,Widowed,0,NA
2022,Female,6,Divorced,0,NA
2022,Female,6,Civil partnership,0,NA
2022,Female,6,Civil partnership widowed,0,NA
2022,Female,6,Civil partnership dissolved,0,NA
2022,Female,6,Marital status not stated,0,NA
2022,Female,7,All marital statuses,21,NA
2022,Female,7,Single,21,NA
2022,Female,7,Married,0,NA
2022,Female,7,Widowed,0,NA
2022,Female,7,Divorced,0,NA
2022,Female,7,Civil partnership,0,NA
2022,Female,7,Civil partnership widowed,0,NA
2022,Female,7,Civil partnership dissolved,0,NA
2022,Female,7,Marital status not stated,0,NA
2022,Female,8,All marital statuses,18,NA
2022,Female,8,Single,18,NA
2022,Female,8,Married,0,NA
2022,Female,8,Widowed,0,NA
2022,Female,8,Divorced,0,NA
2022,Female,8,Civil partnership,0,NA
2022,Female,8,Civil partnership widowed,0,NA
2022,Female,8,Civil partnership dissolved,0,NA
2022,Female,8,Marital status not stated,0,NA
2022,Female,9,All marital statuses,26,NA
2022,Female,9,Single,26,NA
2022,Female,9,Married,0,NA
2022,Female,9,Widowed,0,NA
2022,Female,9,Divorced,0,NA
2022,Female,9,Civil partnership,0,NA
2022,Female,9,Civil partnership widowed,0,NA
2022,Female,9,Civil partnership dissolved,0,NA
2022,Female,9,Marital status not stated,0,NA
2022,Female,10,All marital statuses,21,NA
2022,Female,10,Single,21,NA
2022,Female,10,Married,0,NA
2022,Female,10,Widowed,0,NA
2022,Female,10,Divorced,0,NA
2022,Female,10,Civil partnership,0,NA
2022,Female,10,Civil partnership widowed,0,NA
2022,Female,10,Civil partnership dissolved,0,NA
2022,Female,10,Marital status not stated,0,NA
2022,Female,11,All marital statuses,22,NA
2022,Female,11,Single,22,NA
2022,Female,11,Married,0,NA
2022,Female,11,Widowed,0,NA
2022,Female,11,Divorced,0,NA
2022,Female,11,Civil partnership,0,NA
2022,Female,11,Civil partnership widowed,0,NA
2022,Female,11,Civil partnership dissolved,0,NA
2022,Female,11,Marital status not stated,0,NA
2022,Female,12,All marital statuses,19,NA
2022,Female,12,Single,19,NA
2022,Female,12,Married,0,NA
2022,Female,12,Widowed,0,NA
2022,Female,12,Divorced,0,NA
2022,Female,12,Civil partnership,0,NA
2022,Female,12,Civil partnership widowed,0,NA
2022,Female,12,Civil partnership dissolved,0,NA
2022,Female,12,Marital status not stated,0,NA
2022,Female,13,All marital statuses,36,NA
2022,Female,13,Single,35,NA
2022,Female,13,Married,0,NA
2022,Female,13,Widowed,0,NA
2022,Female,13,Divorced,0,NA
2022,Female,13,Civil partnership,0,NA
2022,Female,13,Civil partnership widowed,0,NA
2022,Female,13,Civil partnership dissolved,0,NA
2022,Female,13,Marital status not stated,1,NA
2022,Female,14,All marital statuses,37,NA
2022,Female,14,Single,37,NA
2022,Female,14,Married,0,NA
2022,Female,14,Widowed,0,NA
2022,Female,14,Divorced,0,NA
2022,Female,14,Civil partnership,0,NA
2022,Female,14,Civil partnership widowed,0,NA
2022,Female,14,Civil partnership dissolved,0,NA
2022,Female,14,Marital status not stated,0,NA
2022,Female,15,All marital statuses,46,NA
2022,Female,15,Single,46,NA
2022,Female,15,Married,0,NA
2022,Female,15,Widowed,0,NA
2022,Female,15,Divorced,0,NA
2022,Female,15,Civil partnership,0,NA
2022,Female,15,Civil partnership widowed,0,NA
2022,Female,15,Civil partnership dissolved,0,NA
2022,Female,15,Marital status not stated,0,NA
2022,Female,16,All marital statuses,32,NA
2022,Female,16,Single,30,NA
2022,Female,16,Married,0,NA
2022,Female,16,Widowed,0,NA
2022,Female,16,Divorced,0,NA
2022,Female,16,Civil partnership,0,NA
2022,Female,16,Civil partnership widowed,0,NA
2022,Female,16,Civil partnership dissolved,0,NA
2022,Female,16,Marital status not stated,2,NA
2022,Female,17,All marital statuses,70,NA
2022,Female,17,Single,68,NA
2022,Female,17,Married,0,NA
2022,Female,17,Widowed,0,NA
2022,Female,17,Divorced,0,NA
2022,Female,17,Civil partnership,0,NA
2022,Female,17,Civil partnership widowed,0,NA
2022,Female,17,Civil partnership dissolved,0,NA
2022,Female,17,Marital status not stated,2,NA
2022,Female,18,All marital statuses,59,NA
2022,Female,18,Single,55,NA
2022,Female,18,Married,1,NA
2022,Female,18,Widowed,0,NA
2022,Female,18,Divorced,0,NA
2022,Female,18,Civil partnership,0,NA
2022,Female,18,Civil partnership widowed,0,NA
2022,Female,18,Civil partnership dissolved,0,NA
2022,Female,18,Marital status not stated,3,NA
2022,Female,19,All marital statuses,67,NA
2022,Female,19,Single,63,NA
2022,Female,19,Married,0,NA
2022,Female,19,Widowed,0,NA
2022,Female,19,Divorced,0,NA
2022,Female,19,Civil partnership,0,NA
2022,Female,19,Civil partnership widowed,0,NA
2022,Female,19,Civil partnership dissolved,0,NA
2022,Female,19,Marital status not stated,4,NA
2022,Female,20,All marital statuses,72,NA
2022,Female,20,Single,68,NA
2022,Female,20,Married,0,NA
2022,Female,20,Widowed,0,NA
2022,Female,20,Divorced,0,NA
2022,Female,20,Civil partnership,0,NA
2022,Female,20,Civil partnership widowed,0,NA
2022,Female,20,Civil partnership dissolved,0,NA
2022,Female,20,Marital status not stated,4,NA
2022,Female,21,All marital statuses,68,NA
2022,Female,21,Single,60,NA
2022,Female,21,Married,1,NA
2022,Female,21,Widowed,0,NA
2022,Female,21,Divorced,0,NA
2022,Female,21,Civil partnership,0,NA
2022,Female,21,Civil partnership widowed,0,NA
2022,Female,21,Civil partnership dissolved,0,NA
2022,Female,21,Marital status not stated,7,NA
2022,Female,22,All marital statuses,68,NA
2022,Female,22,Single,61,NA
2022,Female,22,Married,2,NA
2022,Female,22,Widowed,0,NA
2022,Female,22,Divorced,0,NA
2022,Female,22,Civil partnership,0,NA
2022,Female,22,Civil partnership widowed,0,NA
2022,Female,22,Civil partnership dissolved,0,NA
2022,Female,22,Marital status not stated,5,NA
2022,Female,23,All marital statuses,84,NA
2022,Female,23,Single,79,NA
2022,Female,23,Married,1,NA
2022,Female,23,Widowed,0,NA
2022,Female,23,Divorced,0,NA
2022,Female,23,Civil partnership,0,NA
2022,Female,23,Civil partnership widowed,0,NA
2022,Female,23,Civil partnership dissolved,0,NA
2022,Female,23,Marital status not stated,4,NA
2022,Female,24,All marital statuses,104,NA
2022,Female,24,Single,95,NA
2022,Female,24,Married,6,NA
2022,Female,24,Widowed,0,NA
2022,Female,24,Divorced,0,NA
2022,Female,24,Civil partnership,0,NA
2022,Female,24,Civil partnership widowed,0,NA
2022,Female,24,Civil partnership dissolved,0,NA
2022,Female,24,Marital status not stated,3,NA
2022,Female,25,All marital statuses,98,NA
2022,Female,25,Single,75,NA
2022,Female,25,Married,10,NA
2022,Female,25,Widowed,0,NA
2022,Female,25,Divorced,0,NA
2022,Female,25,Civil partnership,1,NA
2022,Female,25,Civil partnership widowed,0,NA
2022,Female,25,Civil partnership dissolved,0,NA
2022,Female,25,Marital status not stated,12,NA
2022,Female,26,All marital statuses,89,NA
2022,Female,26,Single,67,NA
2022,Female,26,Married,9,NA
2022,Female,26,Widowed,0,NA
2022,Female,26,Divorced,0,NA
2022,Female,26,Civil partnership,0,NA
2022,Female,26,Civil partnership widowed,0,NA
2022,Female,26,Civil partnership dissolved,0,NA
2022,Female,26,Marital status not stated,13,NA
2022,Female,27,All marital statuses,127,NA
2022,Female,27,Single,104,NA
2022,Female,27,Married,16,NA
2022,Female,27,Widowed,0,NA
2022,Female,27,Divorced,0,NA
2022,Female,27,Civil partnership,0,NA
2022,Female,27,Civil partnership widowed,0,NA
2022,Female,27,Civil partnership dissolved,0,NA
2022,Female,27,Marital status not stated,7,NA
2022,Female,28,All marital statuses,111,NA
2022,Female,28,Single,93,NA
2022,Female,28,Married,12,NA
2022,Female,28,Widowed,0,NA
2022,Female,28,Divorced,2,NA
2022,Female,28,Civil partnership,0,NA
2022,Female,28,Civil partnership widowed,0,NA
2022,Female,28,Civil partnership dissolved,0,NA
2022,Female,28,Marital status not stated,4,NA
2022,Female,29,All marital statuses,148,NA
2022,Female,29,Single,114,NA
2022,Female,29,Married,26,NA
2022,Female,29,Widowed,1,NA
2022,Female,29,Divorced,0,NA
2022,Female,29,Civil partnership,0,NA
2022,Female,29,Civil partnership widowed,0,NA
2022,Female,29,Civil partnership dissolved,0,NA
2022,Female,29,Marital status not stated,7,NA
2022,Female,30,All marital statuses,154,NA
2022,Female,30,Single,119,NA
2022,Female,30,Married,30,NA
2022,Female,30,Widowed,0,NA
2022,Female,30,Divorced,0,NA
2022,Female,30,Civil partnership,0,NA
2022,Female,30,Civil partnership widowed,0,NA
2022,Female,30,Civil partnership dissolved,0,NA
2022,Female,30,Marital status not stated,5,NA
2022,Female,31,All marital statuses,153,NA
2022,Female,31,Single,110,NA
2022,Female,31,Married,29,NA
2022,Female,31,Widowed,1,NA
2022,Female,31,Divorced,5,NA
2022,Female,31,Civil partnership,1,NA
2022,Female,31,Civil partnership widowed,0,NA
2022,Female,31,Civil partnership dissolved,0,NA
2022,Female,31,Marital status not stated,7,NA
2022,Female,32,All marital statuses,187,NA
2022,Female,32,Single,120,NA
2022,Female,32,Married,56,NA
2022,Female,32,Widowed,0,NA
2022,Female,32,Divorced,2,NA
2022,Female,32,Civil partnership,0,NA
2022,Female,32,Civil partnership widowed,0,NA
2022,Female,32,Civil partnership dissolved,0,NA
2022,Female,32,Marital status not stated,9,NA
2022,Female,33,All marital statuses,223,NA
2022,Female,33,Single,147,NA
2022,Female,33,Married,57,NA
2022,Female,33,Widowed,1,NA
2022,Female,33,Divorced,5,NA
2022,Female,33,Civil partnership,0,NA
2022,Female,33,Civil partnership widowed,0,NA
2022,Female,33,Civil partnership dissolved,0,NA
2022,Female,33,Marital status not stated,13,NA
2022,Female,34,All marital statuses,233,NA
2022,Female,34,Single,138,NA
2022,Female,34,Married,66,NA
2022,Female,34,Widowed,1,NA
2022,Female,34,Divorced,10,NA
2022,Female,34,Civil partnership,3,NA
2022,Female,34,Civil partnership widowed,0,NA
2022,Female,34,Civil partnership dissolved,0,NA
2022,Female,34,Marital status not stated,15,NA
2022,Female,35,All marital statuses,260,NA
2022,Female,35,Single,158,NA
2022,Female,35,Married,80,NA
2022,Female,35,Widowed,1,NA
2022,Female,35,Divorced,12,NA
2022,Female,35,Civil partnership,0,NA
2022,Female,35,Civil partnership widowed,0,NA
2022,Female,35,Civil partnership dissolved,0,NA
2022,Female,35,Marital status not stated,9,NA
2022,Female,36,All marital statuses,234,NA
2022,Female,36,Single,154,NA
2022,Female,36,Married,56,NA
2022,Female,36,Widowed,2,NA
2022,Female,36,Divorced,13,NA
2022,Female,36,Civil partnership,0,NA
2022,Female,36,Civil partnership widowed,0,NA
2022,Female,36,Civil partnership dissolved,0,NA
2022,Female,36,Marital status not stated,9,NA
2022,Female,37,All marital statuses,291,NA
2022,Female,37,Single,171,NA
2022,Female,37,Married,85,NA
2022,Female,37,Widowed,3,NA
2022,Female,37,Divorced,18,NA
2022,Female,37,Civil partnership,0,NA
2022,Female,37,Civil partnership widowed,0,NA
2022,Female,37,Civil partnership dissolved,0,NA
2022,Female,37,Marital status not stated,14,NA
2022,Female,38,All marital statuses,341,NA
2022,Female,38,Single,183,NA
2022,Female,38,Married,120,NA
2022,Female,38,Widowed,2,NA
2022,Female,38,Divorced,23,NA
2022,Female,38,Civil partnership,1,NA
2022,Female,38,Civil partnership widowed,0,NA
2022,Female,38,Civil partnership dissolved,0,NA
2022,Female,38,Marital status not stated,12,NA
2022,Female,39,All marital statuses,359,NA
2022,Female,39,Single,209,NA
2022,Female,39,Married,110,NA
2022,Female,39,Widowed,3,NA
2022,Female,39,Divorced,18,NA
2022,Female,39,Civil partnership,2,NA
2022,Female,39,Civil partnership widowed,1,NA
2022,Female,39,Civil partnership dissolved,0,NA
2022,Female,39,Marital status not stated,16,NA
2022,Female,40,All marital statuses,375,NA
2022,Female,40,Single,193,NA
2022,Female,40,Married,132,NA
2022,Female,40,Widowed,3,NA
2022,Female,40,Divorced,33,NA
2022,Female,40,Civil partnership,0,NA
2022,Female,40,Civil partnership widowed,0,NA
2022,Female,40,Civil partnership dissolved,0,NA
2022,Female,40,Marital status not stated,14,NA
2022,Female,41,All marital statuses,433,NA
2022,Female,41,Single,210,NA
2022,Female,41,Married,163,NA
2022,Female,41,Widowed,6,NA
2022,Female,41,Divorced,41,NA
2022,Female,41,Civil partnership,0,NA
2022,Female,41,Civil partnership widowed,0,NA
2022,Female,41,Civil partnership dissolved,0,NA
2022,Female,41,Marital status not stated,13,NA
2022,Female,42,All marital statuses,505,NA
2022,Female,42,Single,247,NA
2022,Female,42,Married,175,NA
2022,Female,42,Widowed,5,NA
2022,Female,42,Divorced,60,NA
2022,Female,42,Civil partnership,1,NA
2022,Female,42,Civil partnership widowed,1,NA
2022,Female,42,Civil partnership dissolved,0,NA
2022,Female,42,Marital status not stated,16,NA
2022,Female,43,All marital statuses,409,NA
2022,Female,43,Single,179,NA
2022,Female,43,Married,154,NA
2022,Female,43,Widowed,8,NA
2022,Female,43,Divorced,54,NA
2022,Female,43,Civil partnership,2,NA
2022,Female,43,Civil partnership widowed,0,NA
2022,Female,43,Civil partnership dissolved,0,NA
2022,Female,43,Marital status not stated,12,NA
2022,Female,44,All marital statuses,488,NA
2022,Female,44,Single,231,NA
2022,Female,44,Married,186,NA
2022,Female,44,Widowed,6,NA
2022,Female,44,Divorced,59,NA
2022,Female,44,Civil partnership,0,NA
2022,Female,44,Civil partnership widowed,0,NA
2022,Female,44,Civil partnership dissolved,0,NA
2022,Female,44,Marital status not stated,6,NA
2022,Female,45,All marital statuses,471,NA
2022,Female,45,Single,198,NA
2022,Female,45,Married,190,NA
2022,Female,45,Widowed,10,NA
2022,Female,45,Divorced,60,NA
2022,Female,45,Civil partnership,0,NA
2022,Female,45,Civil partnership widowed,0,NA
2022,Female,45,Civil partnership dissolved,0,NA
2022,Female,45,Marital status not stated,13,NA
2022,Female,46,All marital statuses,554,NA
2022,Female,46,Single,230,NA
2022,Female,46,Married,218,NA
2022,Female,46,Widowed,12,NA
2022,Female,46,Divorced,79,NA
2022,Female,46,Civil partnership,3,NA
2022,Female,46,Civil partnership widowed,0,NA
2022,Female,46,Civil partnership dissolved,0,NA
2022,Female,46,Marital status not stated,12,NA
2022,Female,47,All marital statuses,681,NA
2022,Female,47,Single,263,NA
2022,Female,47,Married,290,NA
2022,Female,47,Widowed,11,NA
2022,Female,47,Divorced,91,NA
2022,Female,47,Civil partnership,0,NA
2022,Female,47,Civil partnership widowed,0,NA
2022,Female,47,Civil partnership dissolved,0,NA
2022,Female,47,Marital status not stated,26,NA
2022,Female,48,All marital statuses,694,NA
2022,Female,48,Single,279,NA
2022,Female,48,Married,259,NA
2022,Female,48,Widowed,14,NA
2022,Female,48,Divorced,117,NA
2022,Female,48,Civil partnership,0,NA
2022,Female,48,Civil partnership widowed,0,NA
2022,Female,48,Civil partnership dissolved,2,NA
2022,Female,48,Marital status not stated,23,NA
2022,Female,49,All marital statuses,808,NA
2022,Female,49,Single,307,NA
2022,Female,49,Married,348,NA
2022,Female,49,Widowed,12,NA
2022,Female,49,Divorced,127,NA
2022,Female,49,Civil partnership,0,NA
2022,Female,49,Civil partnership widowed,0,NA
2022,Female,49,Civil partnership dissolved,0,NA
2022,Female,49,Marital status not stated,14,NA
2022,Female,50,All marital statuses,920,NA
2022,Female,50,Single,360,NA
2022,Female,50,Married,370,NA
2022,Female,50,Widowed,21,NA
2022,Female,50,Divorced,143,NA
2022,Female,50,Civil partnership,4,NA
2022,Female,50,Civil partnership widowed,0,NA
2022,Female,50,Civil partnership dissolved,0,NA
2022,Female,50,Marital status not stated,22,NA
2022,Female,51,All marital statuses,1057,NA
2022,Female,51,Single,355,NA
2022,Female,51,Married,419,NA
2022,Female,51,Widowed,30,NA
2022,Female,51,Divorced,224,NA
2022,Female,51,Civil partnership,5,NA
2022,Female,51,Civil partnership widowed,0,NA
2022,Female,51,Civil partnership dissolved,0,NA
2022,Female,51,Marital status not stated,24,NA
2022,Female,52,All marital statuses,1120,NA
2022,Female,52,Single,363,NA
2022,Female,52,Married,499,NA
2022,Female,52,Widowed,30,NA
2022,Female,52,Divorced,197,NA
2022,Female,52,Civil partnership,7,NA
2022,Female,52,Civil partnership widowed,0,NA
2022,Female,52,Civil partnership dissolved,0,NA
2022,Female,52,Marital status not stated,24,NA
2022,Female,53,All marital statuses,1155,NA
2022,Female,53,Single,370,NA
2022,Female,53,Married,481,NA
2022,Female,53,Widowed,41,NA
2022,Female,53,Divorced,239,NA
2022,Female,53,Civil partnership,5,NA
2022,Female,53,Civil partnership widowed,0,NA
2022,Female,53,Civil partnership dissolved,1,NA
2022,Female,53,Marital status not stated,18,NA
2022,Female,54,All marital statuses,1300,NA
2022,Female,54,Single,394,NA
2022,Female,54,Married,550,NA
2022,Female,54,Widowed,62,NA
2022,Female,54,Divorced,275,NA
2022,Female,54,Civil partnership,1,NA
2022,Female,54,Civil partnership widowed,0,NA
2022,Female,54,Civil partnership dissolved,0,NA
2022,Female,54,Marital status not stated,18,NA
2022,Female,55,All marital statuses,1388,NA
2022,Female,55,Single,412,NA
2022,Female,55,Married,623,NA
2022,Female,55,Widowed,49,NA
2022,Female,55,Divorced,279,NA
2022,Female,55,Civil partnership,6,NA
2022,Female,55,Civil partnership widowed,0,NA
2022,Female,55,Civil partnership dissolved,0,NA
2022,Female,55,Marital status not stated,19,NA
2022,Female,56,All marital statuses,1523,NA
2022,Female,56,Single,434,NA
