year,sex,age_group,cause,icd10_code,deaths,crude_rate,mean_age,yll_16_64,yll_u75,yll_rate,age_band
2021,Female,All ages (excluding under 1),Multiple sclerosis,G35,812,2.7,70,2,6,22.6,NA
2021,Female,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,19865,65.9,81,17,52,190.3,NA
2021,Female,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,16116,53.4,84,12,31,112.4,NA
2021,Female,All ages (excluding under 1),Influenza,J09 to J11,18,0.1,77,0,0,0.4,NA
2021,Female,All ages (excluding under 1),Pneumonia,J12 to J18,8274,27.4,86,4,11,40.9,NA
2021,Female,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,11375,37.7,79,6,28,103.3,NA
2021,Female,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,756,2.5,80,1,3,11,NA
2021,Female,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,657,2.2,78,1,3,10.5,NA
2021,Female,All ages (excluding under 1),Diseases of the liver,K70 to K77,4023,13.3,62,29,57,208,NA
2021,Female,All ages (excluding under 1),Land transport accidents,V01 to V09,312,1,56,5,7,24.9,NA
2021,Female,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,1284,4.3,48,23,35,130,NA
2021,Female,All ages (excluding under 1),Intentional self-harm,X60 to X84,1258,4.2,46,26,37,135,NA
2021,Female,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",1459,4.8,46,29,42,156,NA
2021,Female,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",30556,101.3,81,40,98,361.2,NA
2020,Both Sexes,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",605541,1029.8,79,1054,2372,4417.6,NA
2020,Both Sexes,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",194,0.3,69,1,2,3.6,NA
2020,Both Sexes,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",113,0.2,60,1,2,3.6,NA
2020,Both Sexes,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,6952,11.8,74,11,35,65.9,NA
2020,Both Sexes,All ages (excluding under 1),Malignant neoplasm of stomach,C16,3431,5.8,75,8,18,33.8,NA
2020,Both Sexes,All ages (excluding under 1),Malignant neoplasm of colon,C18,8592,14.6,77,14,37,68.7,NA
2020,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,6814,11.6,74,15,38,71,NA
2020,Both Sexes,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,5444,9.3,74,9,27,50.9,NA
2020,Both Sexes,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,8830,15,74,14,43,79.3,NA
2020,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,28745,48.9,75,35,126,233.8,NA
2020,Both Sexes,All ages (excluding under 1),Malignant melanoma of skin,C43,2143,3.6,73,6,14,25.4,NA
2020,Both Sexes,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,863,1.5,82,1,2,3.9,NA
2020,Both Sexes,All ages (excluding under 1),Malignant neoplasm of breast,C50,10385,17.7,73,35,76,140.9,NA
2020,Both Sexes,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,752,1.3,61,7,12,22,NA
2020,Both Sexes,All ages (excluding under 1),Malignant neoplasm of ovary,C56,3526,6,73,8,22,40.1,NA
2020,Both Sexes,All ages (excluding under 1),Malignant neoplasm of prostate,C61,10971,18.7,81,3,17,31.1,NA
2020,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,3523,6,75,7,18,33.4,NA
2020,Both Sexes,All ages (excluding under 1),Malignant neoplasm of bladder,C67,5054,8.6,80,3,11,20.9,NA
2020,Both Sexes,All ages (excluding under 1),Malignant neoplasm of brain,C71,3943,6.7,66,22,45,83.5,NA
2020,Both Sexes,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,4389,7.5,76,6,18,32.7,NA
2020,Both Sexes,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,2881,4.9,78,2,9,15.8,NA
2020,Both Sexes,All ages (excluding under 1),Leukaemia,C91 to C95,4102,7,75,11,22,41.6,NA
2020,Both Sexes,All ages (excluding under 1),Diabetes mellitus,E10 to E14,7485,12.7,80,13,28,52.8,NA
2020,Both Sexes,All ages (excluding under 1),Dementia,"F01, F03",46390,78.9,88,1,8,15.6,NA
2020,Both Sexes,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",141,0.2,44,3,4,8.2,NA
2020,Both Sexes,All ages (excluding under 1),Motor neuron disease,G12.2,1887,3.2,72,4,11,21,NA
2020,Both Sexes,All ages (excluding under 1),Alzheimer disease,G30,23657,40.2,87,1,6,12.1,NA
2020,Both Sexes,All ages (excluding under 1),Multiple sclerosis,G35,1346,2.3,69,4,11,20.7,NA
2020,Both Sexes,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,55807,94.9,78,81,226,421.1,NA
2020,Both Sexes,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,29728,50.6,82,29,74,137.6,NA
2020,Both Sexes,All ages (excluding under 1),Influenza,J09 to J11,509,0.9,77,2,3,6,NA
2020,Both Sexes,All ages (excluding under 1),Pneumonia,J12 to J18,19629,33.4,84,16,38,70.5,NA
2020,Both Sexes,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,25302,43,79,17,66,123.7,NA
2020,Both Sexes,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,1336,2.3,78,4,7,13.2,NA
2020,Both Sexes,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,1673,2.8,76,4,9,15.9,NA
2020,Both Sexes,All ages (excluding under 1),Diseases of the liver,K70 to K77,9663,16.4,61,73,143,266.4,NA
2020,Both Sexes,All ages (excluding under 1),Land transport accidents,V01 to V09,1180,2,52,21,29,54.6,NA
2020,Both Sexes,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,4079,6.9,45,82,121,225.7,NA
2020,Both Sexes,All ages (excluding under 1),Intentional self-harm,X60 to X84,4648,7.9,48,89,130,241.9,NA
2020,Both Sexes,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",5230,8.9,48,100,146,272.4,NA
2020,Both Sexes,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",73766,125.4,81,66,186,347.2,NA
2020,Male,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",306736,1065.2,77,658,1458,5483.1,NA
2020,Male,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",127,0.4,66,1,1,5.6,NA
2020,Male,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",63,0.2,58,1,1,4.4,NA
2020,Male,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,4971,17.3,73,9,28,104.1,NA
2020,Male,All ages (excluding under 1),Malignant neoplasm of stomach,C16,2244,7.8,74,5,12,44,NA
2020,Male,All ages (excluding under 1),Malignant neoplasm of colon,C18,4410,15.3,76,8,20,76.7,NA
2020,Male,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,3999,13.9,74,8,22,84.5,NA
2020,Male,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,3332,11.6,73,6,17,65.4,NA
2020,Male,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,4499,15.6,73,8,24,88.9,NA
2020,Male,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,15292,53.1,74,19,68,254.8,NA
2020,Male,All ages (excluding under 1),Malignant melanoma of skin,C43,1268,4.4,73,4,8,29.7,NA
2020,Male,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,560,1.9,81,1,1,5.2,NA
2020,Male,All ages (excluding under 1),Malignant neoplasm of breast,C50,98,0.3,77,0,0,1.5,NA
2020,Male,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,NA,NA,NA,NA,NA,NA,NA
2020,Male,All ages (excluding under 1),Malignant neoplasm of ovary,C56,NA,NA,NA,NA,NA,NA,NA
2020,Male,All ages (excluding under 1),Malignant neoplasm of prostate,C61,10971,38.1,81,3,17,62.8,NA
2020,Male,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,2159,7.5,73,4,12,45.4,NA
2020,Male,All ages (excluding under 1),Malignant neoplasm of bladder,C67,3495,12.1,80,2,7,26.9,NA
2020,Male,All ages (excluding under 1),Malignant neoplasm of brain,C71,2312,8,65,14,28,105.6,NA
2020,Male,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,2494,8.7,75,4,11,42.1,NA
2020,Male,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,1612,5.6,77,1,5,19.4,NA
2020,Male,All ages (excluding under 1),Leukaemia,C91 to C95,2413,8.4,75,6,13,47.7,NA
2020,Male,All ages (excluding under 1),Diabetes mellitus,E10 to E14,3866,13.4,77,8,18,69,NA
2020,Male,All ages (excluding under 1),Dementia,"F01, F03",16384,56.9,86,0,4,16.4,NA
2020,Male,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",109,0.4,44,2,3,12.7,NA
2020,Male,All ages (excluding under 1),Motor neuron disease,G12.2,1045,3.6,71,2,7,26,NA
2020,Male,All ages (excluding under 1),Alzheimer disease,G30,7741,26.9,86,0,3,9.8,NA
2020,Male,All ages (excluding under 1),Multiple sclerosis,G35,489,1.7,68,2,4,15.8,NA
2020,Male,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,35905,124.7,75,66,179,671.9,NA
2020,Male,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,13040,45.3,79,17,42,159.4,NA
2020,Male,All ages (excluding under 1),Influenza,J09 to J11,239,0.8,75,1,2,6.2,NA
2020,Male,All ages (excluding under 1),Pneumonia,J12 to J18,9422,32.7,83,10,24,88.9,NA
2020,Male,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,13315,46.2,78,9,37,137.7,NA
2020,Male,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,424,1.5,75,2,3,11.3,NA
2020,Male,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,959,3.3,74,3,6,22.3,NA
2020,Male,All ages (excluding under 1),Diseases of the liver,K70 to K77,5907,20.5,61,45,89,333.2,NA
2020,Male,All ages (excluding under 1),Land transport accidents,V01 to V09,902,3.1,49,17,24,91.2,NA
2020,Male,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,2898,10.1,44,61,89,334.8,NA
2020,Male,All ages (excluding under 1),Intentional self-harm,X60 to X84,3546,12.3,48,68,99,373.3,NA
2020,Male,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",3929,13.6,47,76,110,415.3,NA
2020,Male,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",40995,142.4,79,41,120,450.2,NA
2020,Female,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",298805,995.8,81,396,914,3372,NA
2020,Female,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",67,0.2,74,0,0,1.7,NA
2020,Female,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",50,0.2,63,0,1,2.8,NA
2020,Female,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,1981,6.6,77,2,8,28.3,NA
2020,Female,All ages (excluding under 1),Malignant neoplasm of stomach,C16,1187,4,75,3,6,23.9,NA
2020,Female,All ages (excluding under 1),Malignant neoplasm of colon,C18,4182,13.9,78,6,17,60.9,NA
2020,Female,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,2815,9.4,75,7,16,57.9,NA
2020,Female,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,2112,7,75,4,10,36.7,NA
2020,Female,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,4331,14.4,75,6,19,69.8,NA
2020,Female,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,13453,44.8,75,16,58,213.2,NA
2020,Female,All ages (excluding under 1),Malignant melanoma of skin,C43,875,2.9,74,3,6,21.2,NA
2020,Female,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,303,1,84,0,1,2.7,NA
2020,Female,All ages (excluding under 1),Malignant neoplasm of breast,C50,10287,34.3,73,35,75,277.7,NA
2020,Female,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,752,2.5,61,7,12,43.5,NA
2020,Female,All ages (excluding under 1),Malignant neoplasm of ovary,C56,3526,11.8,73,8,22,79.4,NA
2020,Female,All ages (excluding under 1),Malignant neoplasm of prostate,C61,NA,NA,NA,NA,NA,NA,NA
2020,Female,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,1364,4.5,76,2,6,21.7,NA
2020,Female,All ages (excluding under 1),Malignant neoplasm of bladder,C67,1559,5.2,80,1,4,15.1,NA
2020,Female,All ages (excluding under 1),Malignant neoplasm of brain,C71,1631,5.4,67,8,17,61.7,NA
2020,Female,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,1895,6.3,78,2,6,23.5,NA
2020,Female,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,1269,4.2,78,1,3,12.4,NA
2020,Female,All ages (excluding under 1),Leukaemia,C91 to C95,1689,5.6,76,5,10,35.5,NA
2020,Female,All ages (excluding under 1),Diabetes mellitus,E10 to E14,3619,12.1,82,4,10,36.8,NA
2020,Female,All ages (excluding under 1),Dementia,"F01, F03",30006,100,89,0,4,14.8,NA
2020,Female,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",32,0.1,42,1,1,3.9,NA
2020,Female,All ages (excluding under 1),Motor neuron disease,G12.2,842,2.8,73,1,4,16.1,NA
2020,Female,All ages (excluding under 1),Alzheimer disease,G30,15916,53,88,0,4,14.3,NA
2020,Female,All ages (excluding under 1),Multiple sclerosis,G35,857,2.9,69,3,7,25.6,NA
2020,Female,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,19902,66.3,82,15,47,174.9,NA
2020,Female,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,16688,55.6,84,12,31,116.2,NA
2020,Female,All ages (excluding under 1),Influenza,J09 to J11,270,0.9,78,1,2,5.7,NA
2020,Female,All ages (excluding under 1),Pneumonia,J12 to J18,10207,34,86,6,14,52.5,NA
2020,Female,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,11987,39.9,79,7,30,110,NA
2020,Female,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,912,3,80,2,4,15.1,NA
2020,Female,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,714,2.4,79,1,3,9.5,NA
2020,Female,All ages (excluding under 1),Diseases of the liver,K70 to K77,3756,12.5,62,28,54,200.9,NA
2020,Female,All ages (excluding under 1),Land transport accidents,V01 to V09,278,0.9,60,3,5,18.7,NA
2020,Female,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,1181,3.9,48,21,32,118.7,NA
2020,Female,All ages (excluding under 1),Intentional self-harm,X60 to X84,1102,3.7,48,21,31,113,NA
2020,Female,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",1301,4.3,48,24,36,132.1,NA
2020,Female,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",32771,109.2,83,25,67,246.2,NA
2019,Both Sexes,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",528287,900.4,79,986,2168,4040.5,NA
2019,Both Sexes,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",197,0.3,73,1,2,2.8,NA
2019,Both Sexes,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",176,0.3,60,2,3,5.7,NA
2019,Both Sexes,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,7161,12.2,74,11,36,67,NA
2019,Both Sexes,All ages (excluding under 1),Malignant neoplasm of stomach,C16,3567,6.1,75,7,18,33.4,NA
2019,Both Sexes,All ages (excluding under 1),Malignant neoplasm of colon,C18,8452,14.4,77,14,35,66.1,NA
2019,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,6848,11.7,74,15,38,71.7,NA
2019,Both Sexes,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,5276,9,74,9,27,49.9,NA
2019,Both Sexes,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,8650,14.7,75,12,40,74.1,NA
2019,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,29463,50.2,75,35,127,236.5,NA
2019,Both Sexes,All ages (excluding under 1),Malignant melanoma of skin,C43,2085,3.6,73,6,14,26.1,NA
2019,Both Sexes,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,807,1.4,82,1,2,3.5,NA
2019,Both Sexes,All ages (excluding under 1),Malignant neoplasm of breast,C50,10147,17.3,72,36,77,144.4,NA
2019,Both Sexes,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,728,1.2,62,7,11,20.7,NA
2019,Both Sexes,All ages (excluding under 1),Malignant neoplasm of ovary,C56,3481,5.9,73,8,21,40,NA
2019,Both Sexes,All ages (excluding under 1),Malignant neoplasm of prostate,C61,10872,18.5,81,3,16,30.2,NA
2019,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,3722,6.3,75,6,19,35,NA
2019,Both Sexes,All ages (excluding under 1),Malignant neoplasm of bladder,C67,4960,8.5,80,3,11,21.3,NA
2019,Both Sexes,All ages (excluding under 1),Malignant neoplasm of brain,C71,4032,6.9,66,22,45,83.5,NA
2019,Both Sexes,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,4310,7.3,76,7,19,35.7,NA
2019,Both Sexes,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,2763,4.7,77,3,9,17.6,NA
2019,Both Sexes,All ages (excluding under 1),Leukaemia,C91 to C95,4540,7.7,75,13,25,46.5,NA
2019,Both Sexes,All ages (excluding under 1),Diabetes mellitus,E10 to E14,6528,11.1,79,12,26,48.5,NA
2019,Both Sexes,All ages (excluding under 1),Dementia,"F01, F03",46024,78.4,88,1,8,14.1,NA
2019,Both Sexes,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",129,0.2,43,3,4,7.7,NA
2019,Both Sexes,All ages (excluding under 1),Motor neuron disease,G12.2,1994,3.4,72,4,12,21.9,NA
2019,Both Sexes,All ages (excluding under 1),Alzheimer disease,G30,20400,34.8,87,1,5,9.6,NA
2019,Both Sexes,All ages (excluding under 1),Multiple sclerosis,G35,1370,2.3,68,5,12,22.1,NA
2019,Both Sexes,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,55064,93.8,78,73,207,385.6,NA
2019,Both Sexes,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,29807,50.8,82,27,69,128.1,NA
2019,Both Sexes,All ages (excluding under 1),Influenza,J09 to J11,1220,2.1,74,4,9,16.4,NA
2019,Both Sexes,All ages (excluding under 1),Pneumonia,J12 to J18,25163,42.9,84,21,50,92.8,NA
2019,Both Sexes,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,27902,47.6,79,17,72,134.2,NA
2019,Both Sexes,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,1280,2.2,79,4,6,11.6,NA
2019,Both Sexes,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,1684,2.9,77,3,8,15,NA
2019,Both Sexes,All ages (excluding under 1),Diseases of the liver,K70 to K77,8394,14.3,62,59,119,221.7,NA
2019,Both Sexes,All ages (excluding under 1),Land transport accidents,V01 to V09,1501,2.6,50,28,40,74.5,NA
2019,Both Sexes,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,3794,6.5,45,79,115,214.8,NA
2019,Both Sexes,All ages (excluding under 1),Intentional self-harm,X60 to X84,4832,8.2,47,95,138,256.6,NA
2019,Both Sexes,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",5697,9.7,47,112,163,302.9,NA
2019,Both Sexes,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",NA,NA,NA,NA,NA,NA,NA
2019,Male,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",263865,917.6,77,612,1320,4961.9,NA
2019,Male,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",120,0.4,72,1,1,4,NA
2019,Male,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",98,0.3,59,1,2,6.8,NA
2019,Male,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,4889,17,73,9,28,104.3,NA
2019,Male,All ages (excluding under 1),Malignant neoplasm of stomach,C16,2216,7.7,75,4,11,40.5,NA
2019,Male,All ages (excluding under 1),Malignant neoplasm of colon,C18,4299,15,76,7,19,71.7,NA
2019,Male,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,4004,13.9,74,9,23,86.3,NA
2019,Male,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,3144,10.9,73,6,17,64.3,NA
2019,Male,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,4363,15.2,73,7,23,85.5,NA
2019,Male,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,15924,55.4,75,19,69,259.9,NA
2019,Male,All ages (excluding under 1),Malignant melanoma of skin,C43,1218,4.2,73,3,8,29.5,NA
2019,Male,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,517,1.8,81,0,1,5,NA
2019,Male,All ages (excluding under 1),Malignant neoplasm of breast,C50,66,0.2,75,0,0,1,NA
2019,Male,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,NA,NA,NA,NA,NA,NA,NA
2019,Male,All ages (excluding under 1),Malignant neoplasm of ovary,C56,NA,NA,NA,NA,NA,NA,NA
2019,Male,All ages (excluding under 1),Malignant neoplasm of prostate,C61,10872,37.8,81,3,16,60.9,NA
2019,Male,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,2362,8.2,73,5,13,50.5,NA
2019,Male,All ages (excluding under 1),Malignant neoplasm of bladder,C67,3414,11.9,80,2,8,28.3,NA
2019,Male,All ages (excluding under 1),Malignant neoplasm of brain,C71,2401,8.3,66,14,27,103.1,NA
2019,Male,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,2459,8.6,75,5,12,44.9,NA
2019,Male,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,1592,5.5,76,2,6,22.4,NA
2019,Male,All ages (excluding under 1),Leukaemia,C91 to C95,2725,9.5,74,8,16,58.5,NA
2019,Male,All ages (excluding under 1),Diabetes mellitus,E10 to E14,3356,11.7,77,8,17,62.4,NA
2019,Male,All ages (excluding under 1),Dementia,"F01, F03",16685,58,86,0,4,15.3,NA
2019,Male,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",102,0.4,43,2,3,12.2,NA
2019,Male,All ages (excluding under 1),Motor neuron disease,G12.2,1087,3.8,71,3,7,27.2,NA
2019,Male,All ages (excluding under 1),Alzheimer disease,G30,6949,24.2,86,0,2,7.7,NA
2019,Male,All ages (excluding under 1),Multiple sclerosis,G35,494,1.7,67,2,5,18.3,NA
2019,Male,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,34841,121.2,76,59,162,607.8,NA
2019,Male,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,13114,45.6,80,16,40,148.8,NA
2019,Male,All ages (excluding under 1),Influenza,J09 to J11,578,2,72,2,5,17.3,NA
2019,Male,All ages (excluding under 1),Pneumonia,J12 to J18,11698,40.7,83,12,28,106.8,NA
2019,Male,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,14261,49.6,78,10,39,146.7,NA
2019,Male,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,396,1.4,75,2,3,11.7,NA
2019,Male,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,955,3.3,74,2,6,21.5,NA
2019,Male,All ages (excluding under 1),Diseases of the liver,K70 to K77,5128,17.8,62,37,74,278.8,NA
2019,Male,All ages (excluding under 1),Land transport accidents,V01 to V09,1095,3.8,48,22,31,116.7,NA
2019,Male,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,2671,9.3,44,58,84,314.7,NA
2019,Male,All ages (excluding under 1),Intentional self-harm,X60 to X84,3721,12.9,47,73,106,398.6,NA
2019,Male,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",4308,15,47,85,123,463.9,NA
2019,Male,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",NA,NA,NA,NA,NA,NA,NA
2019,Female,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",264422,883.8,81,375,848,3134.5,NA
2019,Female,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",77,0.3,75,0,0,1.7,NA
2019,Female,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",78,0.3,61,1,1,4.8,NA
2019,Female,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,2272,7.6,77,2,8,30.2,NA
2019,Female,All ages (excluding under 1),Malignant neoplasm of stomach,C16,1351,4.5,76,3,7,26.3,NA
2019,Female,All ages (excluding under 1),Malignant neoplasm of colon,C18,4153,13.9,78,7,16,60.5,NA
2019,Female,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,2844,9.5,75,6,16,57.4,NA
2019,Female,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,2132,7.1,76,3,10,35.7,NA
2019,Female,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,4287,14.3,76,5,17,63,NA
2019,Female,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,13539,45.3,75,16,58,213.5,NA
2019,Female,All ages (excluding under 1),Malignant melanoma of skin,C43,867,2.9,73,3,6,22.8,NA
2019,Female,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,290,1,85,0,1,2,NA
2019,Female,All ages (excluding under 1),Malignant neoplasm of breast,C50,10081,33.7,72,36,77,285.3,NA
2019,Female,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,728,2.4,62,7,11,41,NA
2019,Female,All ages (excluding under 1),Malignant neoplasm of ovary,C56,3481,11.6,73,8,21,79.4,NA
2019,Female,All ages (excluding under 1),Malignant neoplasm of prostate,C61,NA,NA,NA,NA,NA,NA,NA
2019,Female,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,1360,4.5,77,2,5,19.8,NA
2019,Female,All ages (excluding under 1),Malignant neoplasm of bladder,C67,1546,5.2,80,1,4,14.4,NA
2019,Female,All ages (excluding under 1),Malignant neoplasm of brain,C71,1631,5.5,67,8,17,64.2,NA
2019,Female,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,1851,6.2,77,3,7,26.6,NA
